nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,70.0,70.0,10,0.0,634.0,10,0,0,1.0
1,10.0,86.0,-10.0,411.0,441.0,10,8,0,-1
2,16.0,62.0,-10.0,0.0,570.0,10,42,0,-1
3,84.0,36.0,10.0,102.0,132.0,10,0,175,30.21434060416689
4,79.0,72.0,22.0,9.0,39.0,10,0,101,0
5,16.0,39.0,-10.0,81.0,111.0,10,197,0,-1
6,61.0,54.0,10.0,40.0,70.0,10,0,171,0
7,96.0,26.0,-20.0,57.0,87.0,10,183,0,-1
8,16.0,92.0,10.0,359.0,389.0,10,0,1,79.32569403657718
9,85.0,106.0,-10.0,45.0,75.0,10,37,0,-1
10,6.0,25.0,-10.0,0.0,546.0,10,25,0,-1
11,37.0,125.0,10.0,343.0,373.0,10,0,105,36.02420919388115
12,87.0,108.0,20.0,58.0,88.0,10,0,143,0
13,18.0,104.0,18.0,337.0,367.0,10,0,75,39.28338536930927
14,61.0,48.0,-10.0,68.0,98.0,10,28,0,-1
15,97.0,29.0,30.0,0.0,575.0,10,0,27,0
16,112.0,67.0,10.0,83.0,113.0,10,0,119,14.414248947059413
17,50.0,106.0,25.0,320.0,350.0,10,0,30,189.16133849359494
18,99.0,28.0,30.0,82.0,112.0,10,0,80,0.5339995016853467
19,15.0,9.0,2.0,410.0,440.0,10,0,170,150.54059453185897
20,19.0,37.0,-19.0,126.0,156.0,10,162,0,-1
21,90.0,101.0,-10.0,155.0,185.0,10,173,0,-1
22,125.0,68.0,-40.0,192.0,222.0,10,68,0,-1
23,127.0,108.0,10.0,135.0,165.0,10,0,117,48.90934461316043
24,90.0,44.0,6.0,0.0,592.0,10,0,179,0
25,4.0,23.0,10.0,117.0,147.0,10,0,10,27.093512586088696
26,17.0,37.0,30.0,0.0,562.0,10,0,62,0
27,113.0,32.0,-30.0,0.0,567.0,10,15,0,-1
28,63.0,57.0,10.0,15.0,45.0,10,0,14,0
29,94.0,104.0,10.0,128.0,158.0,10,0,139,0.9185920506168839
30,58.0,95.0,-25.0,485.0,515.0,10,17,0,-1
31,137.0,96.0,9.0,71.0,101.0,10,0,109,5.321281511719098
32,127.0,112.0,-20.0,121.0,151.0,10,45,0,-1
