nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,46.666666666666664,46.666666666666664,10,0.0,2535.0,10,0,0,1.0
1,67.33333333333333,0.0,9.0,1932.0,2172.0,10,0,39,1714.5590056460874
2,17.333333333333332,33.333333333333336,7.0,1490.0,1730.0,10,0,149,1247.7502039459437
3,20.0,38.0,20.0,0.0,2483.0,10,0,113,0
4,19.333333333333332,40.0,-10.0,0.0,2483.0,10,64,0,-1
5,46.0,77.33333333333333,-4.0,0.0,2479.0,10,168,0,-1
6,91.33333333333333,91.33333333333333,-20.0,0.0,2431.0,10,191,0,-1
7,68.66666666666667,79.33333333333333,-12.0,1276.0,1516.0,10,38,0,-1
8,52.0,74.0,22.0,47.0,287.0,10,0,24,0
9,71.33333333333333,16.666666666666668,13.0,1035.0,1275.0,10,0,19,619.6947331603375
10,11.333333333333334,92.0,-3.0,0.0,2439.0,10,141,0,-1
11,24.666666666666668,92.0,5.0,0.0,2450.0,10,0,130,0
12,13.333333333333334,46.0,-18.0,0.0,2475.0,10,98,0,-1
13,80.66666666666667,82.0,9.0,0.0,2452.0,10,0,48,0
14,14.666666666666666,69.33333333333333,-23.0,0.0,2467.0,10,126,0,-1
15,91.33333333333333,4.666666666666667,40.0,0.0,2434.0,10,0,23,0
16,33.333333333333336,70.66666666666667,25.0,1221.0,1461.0,10,0,83,224.1642241393267
17,30.666666666666668,74.66666666666667,-7.0,1084.0,1324.0,10,90,0,-1
18,52.666666666666664,48.0,22.0,0.0,2516.0,10,0,196,0
19,69.33333333333333,21.333333333333332,-13.0,0.0,2475.0,10,9,0,-1
20,5.333333333333333,58.0,-31.0,1545.0,1785.0,10,73,0,-1
21,72.66666666666667,92.66666666666667,-9.0,392.0,632.0,10,152,0,-1
22,53.333333333333336,68.66666666666667,15.0,1428.0,1668.0,10,0,78,388.4250437783196
23,52.0,42.0,-40.0,0.0,2515.0,10,15,0,-1
24,63.333333333333336,90.0,-22.0,0.0,2456.0,10,8,0,-1
25,24.666666666666668,52.666666666666664,-21.0,0.0,2491.0,10,87,0,-1
26,42.666666666666664,88.0,-26.0,0.0,2463.0,10,58,0,-1
27,88.66666666666667,86.66666666666667,13.0,0.0,2438.0,10,0,160,0
28,26.0,8.666666666666666,20.0,0.0,2461.0,10,0,76,0
29,80.0,9.333333333333334,-27.0,0.0,2450.0,10,140,0,-1
30,6.666666666666667,57.333333333333336,-35.0,0.0,2463.0,10,154,0,-1
31,93.33333333333333,28.0,-24.0,0.0,2450.0,10,127,0,-1
32,80.66666666666667,82.66666666666667,-18.0,0.0,2451.0,10,143,0,-1
33,28.0,19.333333333333332,-31.0,0.0,2476.0,10,175,0,-1
34,29.333333333333332,38.666666666666664,-5.0,0.0,2497.0,10,190,0,-1
35,21.333333333333332,4.0,11.0,320.0,560.0,10,0,117,37.67750876872853
36,27.333333333333332,24.0,-9.0,0.0,2481.0,10,192,0,-1
37,70.66666666666667,6.666666666666667,13.0,0.0,2456.0,10,0,88,0
38,71.33333333333333,68.0,12.0,0.0,2477.0,10,0,7,0
39,55.333333333333336,25.333333333333332,-9.0,1846.0,2086.0,10,1,0,-1
40,88.0,88.66666666666667,-15.0,0.0,2437.0,10,184,0,-1
41,54.0,38.0,8.0,17.0,257.0,10,0,167,0
42,80.0,34.666666666666664,20.0,0.0,2472.0,10,0,197,0
43,75.33333333333333,21.333333333333332,36.0,0.0,2468.0,10,0,114,0
44,91.33333333333333,67.33333333333333,-13.0,617.0,857.0,10,112,0,-1
45,54.666666666666664,68.66666666666667,-18.0,0.0,2490.0,10,151,0,-1
46,6.666666666666667,74.0,21.0,0.0,2453.0,10,0,110,0
47,60.0,29.333333333333332,-1.0,0.0,2493.0,10,132,0,-1
48,92.66666666666667,48.666666666666664,-9.0,0.0,2456.0,10,13,0,-1
49,59.333333333333336,16.0,-12.0,0.0,2476.0,10,195,0,-1
50,42.666666666666664,92.0,-17.0,0.0,2457.0,10,166,0,-1
51,65.33333333333333,2.6666666666666665,20.0,0.0,2454.0,10,0,120,0
52,40.666666666666664,22.666666666666668,-10.0,1830.0,2070.0,10,108,0,-1
53,40.0,56.0,23.0,0.0,2508.0,10,0,174,0
54,8.666666666666666,32.0,15.0,0.0,2464.0,10,0,111,0
55,56.0,58.666666666666664,-9.0,0.0,2503.0,10,80,0,-1
56,57.333333333333336,26.666666666666668,-9.0,0.0,2491.0,10,155,0,-1
57,46.0,76.66666666666667,-25.0,0.0,2480.0,10,156,0,-1
58,39.333333333333336,76.66666666666667,26.0,0.0,2479.0,10,0,26,0
59,70.0,1.3333333333333333,-18.0,0.0,2449.0,10,118,0,-1
60,71.33333333333333,51.333333333333336,-21.0,0.0,2488.0,10,96,0,-1
61,69.33333333333333,36.0,13.0,150.0,390.0,10,0,125,17.536531165067103
62,36.0,22.0,20.0,41.0,281.0,10,0,172,0
63,21.333333333333332,34.666666666666664,-8.0,0.0,2483.0,10,137,0,-1
64,24.666666666666668,83.33333333333333,10.0,0.0,2461.0,10,0,4,0
65,66.0,22.666666666666668,-32.0,0.0,2479.0,10,103,0,-1
66,25.333333333333332,81.33333333333333,13.0,876.0,1116.0,10,0,85,431.593832813821
67,56.666666666666664,50.0,37.0,0.0,2510.0,10,0,102,0
68,72.66666666666667,87.33333333333333,-16.0,0.0,2453.0,10,95,0,-1
69,68.66666666666667,51.333333333333336,17.0,1102.0,1342.0,10,0,99,384.6865437513969
70,31.333333333333332,55.333333333333336,-23.0,0.0,2499.0,10,165,0,-1
71,92.66666666666667,45.333333333333336,25.0,0.0,2456.0,10,0,147,0
72,58.666666666666664,19.333333333333332,-28.0,0.0,2481.0,10,193,0,-1
73,26.0,66.66666666666667,31.0,0.0,2482.0,10,0,20,0
74,32.0,31.333333333333332,19.0,31.0,271.0,10,0,94,0
75,69.33333333333333,48.666666666666664,-27.0,0.0,2491.0,10,186,0,-1
76,6.0,12.666666666666666,-20.0,1431.0,1671.0,10,28,0,-1
77,68.66666666666667,29.333333333333332,12.0,0.0,2483.0,10,0,185,0
78,48.666666666666664,64.0,-15.0,0.0,2499.0,10,22,0,-1
79,29.333333333333332,77.33333333333333,-20.0,0.0,2473.0,10,91,0,-1
80,47.333333333333336,46.666666666666664,9.0,0.0,2524.0,10,0,55,0
81,55.333333333333336,8.0,-23.0,0.0,2466.0,10,177,0,-1
82,24.0,36.0,-9.0,1428.0,1668.0,10,158,0,-1
83,10.666666666666666,61.333333333333336,-25.0,0.0,2467.0,10,16,0,-1
84,37.333333333333336,92.66666666666667,-21.0,0.0,2455.0,10,157,0,-1
85,18.0,69.33333333333333,-13.0,0.0,2471.0,10,66,0,-1
86,44.666666666666664,64.0,-30.0,1908.0,2148.0,10,145,0,-1
87,22.666666666666668,48.0,21.0,0.0,2489.0,10,0,25,0
88,80.0,14.666666666666666,-13.0,396.0,636.0,10,37,0,-1
89,36.0,70.66666666666667,9.0,0.0,2486.0,10,0,123,0
90,42.0,86.0,7.0,0.0,2466.0,10,0,17,0
91,22.0,78.0,20.0,0.0,2466.0,10,0,79,0
92,68.0,34.666666666666664,15.0,0.0,2489.0,10,0,159,0
93,8.666666666666666,86.0,25.0,0.0,2443.0,10,0,148,0
94,22.666666666666668,13.333333333333334,-19.0,0.0,2464.0,10,74,0,-1
95,76.0,72.66666666666667,16.0,0.0,2467.0,10,0,68,0
96,57.333333333333336,53.333333333333336,21.0,0.0,2507.0,10,0,60,0
97,22.0,0.0,-2.0,0.0,2446.0,10,188,0,-1
98,12.0,69.33333333333333,18.0,1287.0,1527.0,10,0,12,248.03242983257925
99,46.666666666666664,55.333333333333336,-17.0,0.0,2512.0,10,69,0,-1
100,8.0,32.0,4.0,0.0,2463.0,10,0,144,0
101,92.66666666666667,48.0,-43.0,1288.0,1528.0,10,178,0,-1
102,72.66666666666667,52.0,-37.0,0.0,2486.0,10,67,0,-1
103,77.33333333333333,14.666666666666666,32.0,0.0,2459.0,10,0,65,0
104,18.0,30.666666666666668,35.0,0.0,2476.0,10,0,182,0
105,12.666666666666666,80.0,16.0,0.0,2454.0,10,0,109,0
106,15.333333333333334,26.0,20.0,1347.0,1587.0,10,0,179,359.81334853357873
107,73.33333333333333,66.0,21.0,0.0,2476.0,10,0,173,0
108,10.0,12.0,10.0,0.0,2450.0,10,0,52,0
109,12.0,46.666666666666664,-16.0,1504.0,1744.0,10,105,0,-1
110,10.666666666666666,41.333333333333336,-21.0,0.0,2471.0,10,46,0,-1
111,40.666666666666664,38.0,-15.0,0.0,2510.0,10,54,0,-1
112,82.0,56.0,13.0,0.0,2471.0,10,0,44,0
113,24.666666666666668,48.666666666666664,-20.0,0.0,2492.0,10,3,0,-1
114,76.66666666666667,82.66666666666667,-36.0,0.0,2455.0,10,43,0,-1
115,62.0,40.666666666666664,10.0,0.0,2501.0,10,0,128,0
116,59.333333333333336,26.0,-5.0,0.0,2489.0,10,139,0,-1
117,43.333333333333336,0.0,-11.0,0.0,2455.0,10,35,0,-1
118,72.0,20.0,18.0,323.0,563.0,10,0,59,52.173739223445374
119,80.0,40.0,-20.0,156.0,396.0,10,129,0,-1
120,61.333333333333336,14.666666666666666,-20.0,0.0,2473.0,10,51,0,-1
121,1.3333333333333333,70.66666666666667,16.0,1487.0,1727.0,10,0,163,1313.2094682283887
122,78.0,61.333333333333336,25.0,0.0,2474.0,10,0,136,0
123,17.333333333333332,86.66666666666667,-9.0,0.0,2451.0,10,89,0,-1
124,56.666666666666664,74.0,25.0,952.0,1192.0,10,0,187,550.087084223301
125,75.33333333333333,30.0,-13.0,0.0,2476.0,10,61,0,-1
126,26.666666666666668,75.33333333333333,23.0,0.0,2473.0,10,0,14,0
127,92.0,70.0,24.0,0.0,2449.0,10,0,31,0
128,77.33333333333333,70.0,-10.0,0.0,2468.0,10,115,0,-1
129,73.33333333333333,18.666666666666668,20.0,0.0,2467.0,10,0,119,0
130,8.0,92.0,-5.0,1038.0,1278.0,10,11,0,-1
131,44.0,26.666666666666668,20.0,30.0,270.0,10,0,134,0
132,93.33333333333333,24.0,1.0,0.0,2448.0,10,0,47,0
133,33.333333333333336,74.66666666666667,-34.0,0.0,2479.0,10,142,0,-1
134,15.333333333333334,12.666666666666666,-20.0,0.0,2456.0,10,131,0,-1
135,2.6666666666666665,47.333333333333336,-24.0,0.0,2459.0,10,189,0,-1
136,61.333333333333336,92.0,-25.0,0.0,2454.0,10,122,0,-1
137,46.0,4.0,8.0,272.0,512.0,10,0,63,101.62687582080794
138,66.66666666666667,66.0,17.0,0.0,2484.0,10,0,183,0
139,77.33333333333333,8.666666666666666,5.0,0.0,2452.0,10,0,116,0
140,74.66666666666667,8.666666666666666,27.0,0.0,2455.0,10,0,29,0
141,32.666666666666664,93.33333333333333,3.0,876.0,1116.0,10,0,10,574.1366632967336
142,24.0,82.66666666666667,34.0,0.0,2462.0,10,0,133,0
143,80.0,31.333333333333332,18.0,0.0,2470.0,10,0,32,0
144,40.0,36.0,-4.0,0.0,2507.0,10,100,0,-1
145,76.66666666666667,54.666666666666664,30.0,0.0,2479.0,10,0,86,0
146,92.66666666666667,73.33333333333333,-18.0,0.0,2446.0,10,194,0,-1
147,84.0,15.333333333333334,-25.0,0.0,2452.0,10,71,0,-1
148,38.666666666666664,53.333333333333336,-25.0,1778.0,2018.0,10,93,0,-1
149,20.0,14.0,-7.0,0.0,2462.0,10,2,0,-1
150,42.666666666666664,76.66666666666667,15.0,480.0,720.0,10,0,176,12.421017485733273
151,54.666666666666664,66.66666666666667,18.0,0.0,2493.0,10,0,45,0
152,75.33333333333333,23.333333333333332,9.0,142.0,382.0,10,0,21,79.6655361244168
153,23.333333333333332,60.0,-10.0,0.0,2485.0,10,198,0,-1
154,38.666666666666664,63.333333333333336,35.0,0.0,2498.0,10,0,30,0
