nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,46.666666666666664,46.666666666666664,10,0.0,634.0,10,0,0,1.0
1,71.33333333333333,51.333333333333336,-30.0,0.0,587.0,10,31,0,-1
2,72.66666666666667,92.66666666666667,-25.0,123.0,133.0,10,121,0,-1
3,80.0,14.666666666666666,39.0,124.0,134.0,10,0,117,45.081698521675115
4,32.0,31.333333333333332,19.0,31.0,41.0,10,0,188,0
5,77.33333333333333,14.666666666666666,-18.0,0.0,558.0,10,137,0,-1
6,8.0,92.0,-17.0,285.0,295.0,10,47,0,-1
7,57.333333333333336,26.666666666666668,-20.0,0.0,590.0,10,133,0,-1
8,80.66666666666667,82.66666666666667,-29.0,0.0,550.0,10,17,0,-1
9,40.666666666666664,38.0,-33.0,385.0,395.0,10,37,0,-1
10,26.666666666666668,75.33333333333333,-34.0,487.0,497.0,10,100,0,-1
11,86.0,16.0,-13.0,0.0,550.0,10,130,0,-1
12,8.0,56.0,16.0,209.0,219.0,10,0,23,15.494223553969645
13,29.333333333333332,77.33333333333333,27.0,0.0,572.0,10,0,138,0
14,68.0,34.666666666666664,-18.0,0.0,588.0,10,158,0,-1
15,27.333333333333332,24.0,13.0,61.0,71.0,10,0,95,0.7090508098155446
16,88.0,88.66666666666667,24.0,0.0,536.0,10,0,115,0
17,69.33333333333333,92.66666666666667,29.0,0.0,548.0,10,0,8,0
18,69.33333333333333,36.0,-4.0,0.0,587.0,10,79,0,-1
19,14.666666666666666,69.33333333333333,11.0,0.0,566.0,10,0,38,0
20,30.666666666666668,88.66666666666667,-17.0,86.0,96.0,10,62,0,-1
21,92.0,52.0,43.0,212.0,222.0,10,0,123,73.48576772199554
22,10.666666666666666,61.333333333333336,10.0,0.0,566.0,10,0,178,0
23,12.0,69.33333333333333,-16.0,347.0,357.0,10,12,0,-1
24,44.0,54.666666666666664,-25.0,0.0,612.0,10,90,0,-1
25,71.33333333333333,16.666666666666668,13.0,284.0,294.0,10,0,116,205.27785839704762
26,92.66666666666667,48.666666666666664,-3.0,97.0,107.0,10,156,0,-1
27,67.33333333333333,0.0,-6.0,0.0,548.0,10,67,0,-1
28,60.0,9.333333333333334,-20.0,0.0,565.0,10,157,0,-1
29,13.333333333333334,46.0,13.0,388.0,398.0,10,0,97,89.06875929932829
30,42.666666666666664,88.0,8.0,67.0,77.0,10,0,142,4.25281751853556
31,76.66666666666667,54.666666666666664,30.0,0.0,578.0,10,0,1,0
32,36.0,70.66666666666667,-10.0,0.0,585.0,10,84,0,-1
33,20.0,14.0,12.0,0.0,561.0,10,0,179,0
34,42.0,86.0,7.0,216.0,226.0,10,0,192,146.2754426584717
35,54.666666666666664,66.66666666666667,18.0,114.0,124.0,10,0,99,16.480189945423565
36,72.0,20.0,18.0,106.0,116.0,10,0,80,45.23796299879051
37,24.666666666666668,48.666666666666664,33.0,0.0,591.0,10,0,9,0
38,33.333333333333336,74.66666666666667,-11.0,242.0,252.0,10,19,0,-1
39,31.333333333333332,55.333333333333336,1.0,328.0,338.0,10,0,207,122.93773414841871
40,61.333333333333336,92.0,-26.0,412.0,422.0,10,88,0,-1
41,54.0,24.0,-20.0,0.0,589.0,10,93,0,-1
42,76.66666666666667,82.66666666666667,-19.0,421.0,431.0,10,124,0,-1
43,8.666666666666666,32.0,15.0,0.0,563.0,10,0,77,0
44,75.33333333333333,23.333333333333332,9.0,60.0,70.0,10,0,86,0.0
45,40.0,56.0,23.0,0.0,607.0,10,0,57,0
46,29.333333333333332,38.666666666666664,30.0,28.0,38.0,10,0,164,0
47,5.333333333333333,58.0,17.0,0.0,560.0,10,0,6,0
48,77.33333333333333,70.0,23.0,154.0,164.0,10,0,169,63.12360349598127
49,78.0,2.6666666666666665,9.0,0.0,543.0,10,0,195,0
50,93.33333333333333,28.0,-12.0,0.0,549.0,10,131,0,-1
51,92.66666666666667,45.333333333333336,25.0,88.0,98.0,10,0,206,0.455078082966351
52,38.666666666666664,63.333333333333336,-1.0,495.0,505.0,10,198,0,-1
53,68.66666666666667,79.33333333333333,-16.0,0.0,565.0,10,161,0,-1
54,21.333333333333332,34.666666666666664,32.0,161.0,171.0,10,0,174,64.92314090615972
55,59.333333333333336,26.0,23.0,36.0,46.0,10,0,68,0
56,36.0,27.333333333333332,9.0,0.0,591.0,10,0,166,0
57,26.0,66.66666666666667,-23.0,76.0,86.0,10,45,0,-1
58,3.3333333333333335,66.0,-14.0,0.0,553.0,10,106,0,-1
59,44.666666666666664,64.0,-22.0,0.0,598.0,10,112,0,-1
60,48.666666666666664,64.0,-17.0,0.0,598.0,10,181,0,-1
61,74.66666666666667,8.666666666666666,-9.0,0.0,554.0,10,150,0,-1
62,36.666666666666664,84.66666666666667,17.0,0.0,566.0,10,0,20,0
63,68.66666666666667,29.333333333333332,12.0,42.0,52.0,10,0,66,0
64,64.66666666666667,8.0,-13.0,0.0,561.0,10,180,0,-1
65,10.666666666666666,41.333333333333336,15.0,0.0,570.0,10,0,177,0
66,93.33333333333333,24.0,-12.0,0.0,547.0,10,63,0,-1
67,60.0,29.333333333333332,6.0,62.0,72.0,10,0,27,0.28087904274210596
68,75.33333333333333,21.333333333333332,-23.0,154.0,164.0,10,55,0,-1
69,69.33333333333333,48.666666666666664,-18.0,259.0,269.0,10,120,0,-1
70,24.0,25.333333333333332,5.0,0.0,578.0,10,0,208,0
71,10.0,2.6666666666666665,23.0,111.0,121.0,10,0,151,42.35429360116894
72,36.0,22.0,20.0,0.0,584.0,10,0,184,0
73,46.666666666666664,62.666666666666664,32.0,24.0,34.0,10,0,111,0
