nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,70.0,70.0,10,0.0,2535.0,10,0,0,1.0
1,101.0,0.0,-10.0,1973.0,2130.0,10,108,0,-1
2,26.0,50.0,7.0,1552.0,1667.0,10,0,169,148.80155727425299
3,30.0,57.0,-12.0,912.0,1050.0,10,33,0,-1
4,29.0,60.0,14.0,138.0,199.0,10,0,192,37.09595113261781
5,69.0,116.0,26.0,1381.0,1493.0,10,0,22,1083.249637783942
6,137.0,137.0,-4.0,378.0,539.0,10,125,0,-1
7,103.0,119.0,-12.0,1329.0,1463.0,10,44,0,-1
8,78.0,111.0,22.0,112.0,222.0,10,0,151,15.505742702479333
9,107.0,25.0,13.0,1133.0,1176.0,10,0,101,161.95314481474762
10,17.0,138.0,-18.0,1719.0,1861.0,10,119,0,-1
11,37.0,138.0,-29.0,0.0,2450.0,10,187,0,-1
12,20.0,69.0,13.0,1472.0,1673.0,10,0,20,466.33705440402167
13,121.0,123.0,9.0,1009.0,1167.0,10,0,102,772.3722546826835
14,22.0,104.0,-12.0,952.0,1018.0,10,149,0,-1
15,137.0,7.0,40.0,631.0,735.0,10,0,140,80.15923990342706
16,50.0,106.0,25.0,1254.0,1429.0,10,0,59,271.47076419853715
17,46.0,112.0,10.0,1133.0,1274.0,10,0,97,73.87815790139024
18,79.0,72.0,-29.0,0.0,2516.0,10,81,0,-1
19,104.0,32.0,-23.0,528.0,670.0,10,116,0,-1
20,8.0,87.0,-13.0,1615.0,1714.0,10,12,0,-1
21,109.0,139.0,-9.0,469.0,555.0,10,197,0,-1
22,80.0,103.0,-26.0,1484.0,1613.0,10,5,0,-1
23,78.0,63.0,19.0,10.0,128.0,10,0,41,0
24,95.0,135.0,-20.0,1622.0,1703.0,10,191,0,-1
25,37.0,79.0,-13.0,0.0,2491.0,10,66,0,-1
26,64.0,132.0,8.0,168.0,411.0,10,0,124,42.68519030192438
27,133.0,130.0,-23.0,0.0,2438.0,10,128,0,-1
28,39.0,13.0,-20.0,1490.0,1637.0,10,106,0,-1
29,120.0,14.0,20.0,1030.0,1159.0,10,0,160,301.5147778290165
30,10.0,86.0,14.0,0.0,2463.0,10,0,153,0
31,140.0,42.0,-9.0,412.0,512.0,10,65,0,-1
32,121.0,124.0,21.0,575.0,744.0,10,0,55,173.02843430523146
33,42.0,29.0,12.0,238.0,362.0,10,0,3,129.5432866321664
34,44.0,58.0,30.0,47.0,182.0,10,0,117,0
35,32.0,6.0,11.0,401.0,479.0,10,0,94,74.2230296190888
36,41.0,36.0,13.0,203.0,328.0,10,0,82,139.25607364897562
37,106.0,10.0,13.0,1229.0,1282.0,10,0,96,189.79644110990748
38,107.0,102.0,-27.0,0.0,2477.0,10,186,0,-1
39,83.0,38.0,-2.0,1885.0,2046.0,10,188,0,-1
40,132.0,133.0,24.0,571.0,667.0,10,0,146,148.61970330159545
41,81.0,57.0,-19.0,33.0,104.0,10,23,0,-1
42,120.0,52.0,20.0,1517.0,1598.0,10,0,75,261.96173874447015
43,113.0,32.0,-20.0,589.0,683.0,10,131,0,-1
44,137.0,101.0,12.0,720.0,755.0,10,0,7,228.03373319518073
45,82.0,103.0,15.0,0.0,2490.0,10,0,133,0
46,10.0,111.0,-17.0,1975.0,2088.0,10,69,0,-1
47,90.0,44.0,6.0,240.0,298.0,10,0,48,93.99165642038143
48,139.0,73.0,-6.0,339.0,477.0,10,47,0,-1
49,89.0,24.0,-41.0,1226.0,1302.0,10,167,0,-1
50,64.0,138.0,15.0,0.0,2457.0,10,0,202,0
51,98.0,4.0,-31.0,0.0,2454.0,10,175,0,-1
52,61.0,34.0,-19.0,1910.0,1991.0,10,135,0,-1
53,60.0,84.0,-16.0,1914.0,2059.0,10,121,0,-1
54,13.0,48.0,-21.0,1691.0,1793.0,10,157,0,-1
55,84.0,88.0,-21.0,1428.0,1541.0,10,32,0,-1
56,86.0,40.0,22.0,0.0,2491.0,10,0,199,0
57,69.0,115.0,20.0,0.0,2480.0,10,0,148,0
58,59.0,115.0,26.0,1239.0,1392.0,10,0,182,734.3920639470022
59,105.0,2.0,-25.0,0.0,2449.0,10,16,0,-1
60,107.0,77.0,34.0,0.0,2488.0,10,0,168,0
61,104.0,54.0,13.0,208.0,333.0,10,0,73,67.92753930694612
62,54.0,33.0,20.0,118.0,204.0,10,0,179,18.695345206703852
63,32.0,52.0,32.0,557.0,771.0,10,0,70,157.30087049044238
64,37.0,125.0,10.0,0.0,2461.0,10,0,189,0
65,99.0,34.0,9.0,295.0,432.0,10,0,31,171.50949434937786
66,38.0,122.0,13.0,941.0,1052.0,10,0,25,60.94992239609515
67,85.0,75.0,37.0,0.0,2510.0,10,0,80,0
68,109.0,131.0,16.0,899.0,1031.0,10,0,86,616.5087569150407
69,103.0,77.0,17.0,1203.0,1242.0,10,0,46,201.73880150019573
70,47.0,83.0,-32.0,1280.0,1381.0,10,63,0,-1
71,139.0,68.0,25.0,275.0,472.0,10,0,103,201.91959545378464
72,88.0,29.0,-23.0,0.0,2481.0,10,165,0,-1
73,39.0,100.0,-13.0,0.0,2482.0,10,61,0,-1
74,48.0,47.0,19.0,94.0,161.0,10,0,134,17.214615616795214
75,104.0,73.0,-20.0,0.0,2491.0,10,42,0,-1
76,9.0,19.0,-1.0,1472.0,1631.0,10,180,0,-1
77,103.0,44.0,12.0,107.0,229.0,10,0,152,46.99100317149737
78,73.0,96.0,-20.0,656.0,793.0,10,164,0,-1
79,44.0,116.0,-7.0,0.0,2473.0,10,161,0,-1
80,71.0,70.0,-37.0,1916.0,2047.0,10,67,0,-1
81,83.0,12.0,29.0,911.0,1050.0,10,0,18,167.86781262992773
82,36.0,54.0,-13.0,1482.0,1614.0,10,36,0,-1
83,16.0,92.0,10.0,0.0,2467.0,10,0,113,0
84,56.0,139.0,18.0,1284.0,1314.0,10,0,110,355.2636040933524
85,27.0,104.0,-28.0,2014.0,2124.0,10,193,0,-1
86,67.0,96.0,-16.0,1975.0,2081.0,10,68,0,-1
87,34.0,72.0,-27.0,0.0,2489.0,10,171,0,-1
88,120.0,22.0,39.0,440.0,591.0,10,0,132,115.58595180791369
89,54.0,106.0,-16.0,1204.0,1270.0,10,170,0,-1
90,63.0,129.0,7.0,817.0,954.0,10,0,93,447.4364932913306
91,33.0,117.0,20.0,365.0,507.0,10,0,150,281.1243153956041
92,102.0,52.0,-18.0,0.0,2489.0,10,120,0,-1
93,13.0,129.0,-7.0,1414.0,1517.0,10,90,0,-1
94,34.0,20.0,-11.0,636.0,689.0,10,35,0,-1
95,114.0,109.0,16.0,326.0,412.0,10,0,136,214.20018558406056
96,86.0,80.0,-13.0,1464.0,1652.0,10,37,0,-1
97,33.0,0.0,-10.0,1920.0,2060.0,10,17,0,-1
98,18.0,104.0,-23.0,1350.0,1463.0,10,126,0,-1
99,70.0,83.0,-31.0,0.0,2512.0,10,159,0,-1
100,12.0,48.0,4.0,234.0,351.0,10,0,123,125.9658033392307
101,139.0,72.0,-13.0,1349.0,1466.0,10,9,0,-1
102,109.0,78.0,-9.0,923.0,1098.0,10,13,0,-1
103,116.0,22.0,-25.0,558.0,663.0,10,71,0,-1
104,27.0,46.0,35.0,0.0,2476.0,10,0,177,0
105,19.0,120.0,-3.0,0.0,2454.0,10,141,0,-1
106,23.0,39.0,20.0,1419.0,1514.0,10,0,28,1253.4036664840614
107,110.0,99.0,-30.0,1227.0,1315.0,10,145,0,-1
108,15.0,18.0,10.0,1581.0,1739.0,10,0,1,748.8816995768348
109,18.0,70.0,-17.0,1531.0,1717.0,10,166,0,-1
110,16.0,62.0,-18.0,1589.0,1700.0,10,84,0,-1
111,61.0,57.0,-5.0,1486.0,1633.0,10,139,0,-1
112,123.0,84.0,-20.0,1652.0,1800.0,10,129,0,-1
113,37.0,73.0,-10.0,0.0,2492.0,10,83,0,-1
114,115.0,124.0,11.0,0.0,2455.0,10,0,122,0
115,93.0,61.0,10.0,0.0,2501.0,10,0,183,0
116,89.0,39.0,23.0,101.0,190.0,10,0,19,8.767249218865048
117,65.0,0.0,-30.0,282.0,432.0,10,34,0,-1
118,108.0,30.0,18.0,381.0,504.0,10,0,147,247.56337361205718
119,120.0,60.0,18.0,216.0,337.0,10,0,10,1.8987004831483674
120,92.0,22.0,18.0,758.0,882.0,10,0,92,225.3350172085651
121,2.0,106.0,16.0,1541.0,1673.0,10,0,53,339.9893855887776
122,117.0,92.0,-11.0,1144.0,1240.0,10,114,0,-1
123,26.0,130.0,-4.0,1089.0,1172.0,10,100,0,-1
124,85.0,111.0,-8.0,1035.0,1109.0,10,26,0,-1
125,113.0,45.0,4.0,0.0,2476.0,10,0,6,0
126,40.0,113.0,23.0,0.0,2473.0,10,0,98,0
