nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,46.666666666666664,46.666666666666664,10,0.0,3598.0,10,0,0,1.0
1,25.333333333333332,70.0,-10.0,2629.0,3147.0,10,169,0,-1
2,66.66666666666667,3.3333333333333335,-30.0,424.0,1073.0,10,148,0,-1
3,74.0,52.0,10.0,881.0,1322.0,10,0,54,11.23818541793927
4,64.0,41.333333333333336,-30.0,2668.0,3125.0,10,142,0,-1
5,81.33333333333333,7.333333333333333,30.0,1754.0,2251.0,10,0,158,355.6044632072424
6,62.666666666666664,12.0,30.0,143.0,562.0,10,0,25,58.099067464029474
7,40.0,59.333333333333336,10.0,2357.0,2998.0,10,0,165,1331.5486414848044
8,44.666666666666664,82.0,-10.0,704.0,1269.0,10,76,0,-1
9,66.0,35.333333333333336,20.0,1667.0,2128.0,10,0,11,441.2736826111997
10,17.333333333333332,16.0,20.0,63.0,539.0,10,0,125,1.3029074142030719
11,62.0,40.666666666666664,-20.0,2690.0,3290.0,10,9,0,-1
12,18.0,21.333333333333332,20.0,1029.0,1549.0,10,0,139,640.6531538483893
13,16.666666666666668,20.666666666666668,20.0,875.0,1519.0,10,0,81,103.57520449926604
14,65.33333333333333,24.0,-10.0,2900.0,3423.0,10,193,0,-1
15,67.33333333333333,45.333333333333336,10.0,847.0,1147.0,10,0,179,340.2040301299073
16,32.666666666666664,32.0,-20.0,1216.0,1749.0,10,99,0,-1
17,37.333333333333336,63.333333333333336,-10.0,2361.0,2800.0,10,82,0,-1
18,9.333333333333334,71.33333333333333,20.0,682.0,1148.0,10,0,57,259.1402617187912
19,65.33333333333333,30.666666666666668,20.0,1648.0,2341.0,10,0,195,861.650419950942
20,87.33333333333333,2.6666666666666665,40.0,1496.0,1938.0,10,0,194,749.4680447937588
21,62.666666666666664,59.333333333333336,-30.0,2627.0,3122.0,10,78,0,-1
22,46.666666666666664,75.33333333333333,-10.0,1177.0,1584.0,10,119,0,-1
23,62.666666666666664,39.333333333333336,-20.0,2770.0,3395.0,10,186,0,-1
24,42.666666666666664,39.333333333333336,-30.0,1747.0,2253.0,10,30,0,-1
25,74.66666666666667,2.0,-30.0,1149.0,1701.0,10,6,0,-1
26,13.333333333333334,72.0,10.0,596.0,1043.0,10,0,180,197.10150319636736
27,6.666666666666667,78.66666666666667,-10.0,1350.0,1842.0,10,140,0,-1
28,50.666666666666664,43.333333333333336,40.0,7.0,571.0,10,0,41,0
29,68.66666666666667,8.0,20.0,429.0,872.0,10,0,126,24.80751575675788
30,29.333333333333332,41.333333333333336,30.0,963.0,1430.0,10,0,24,32.09124069851449
31,64.0,92.0,10.0,1904.0,2232.0,10,0,181,774.9582222194042
32,18.0,29.333333333333332,20.0,1186.0,1786.0,10,0,103,1009.6777256923368
33,14.0,18.666666666666668,-10.0,792.0,1412.0,10,118,0,-1
34,17.333333333333332,60.666666666666664,-20.0,2933.0,3429.0,10,53,0,-1
35,65.33333333333333,50.0,-10.0,487.0,1119.0,10,107,0,-1
36,46.0,32.0,-20.0,2889.0,3486.0,10,127,0,-1
37,12.666666666666666,77.33333333333333,-10.0,1886.0,2306.0,10,174,0,-1
38,40.0,74.0,-10.0,252.0,760.0,10,167,0,-1
39,36.0,68.0,20.0,35.0,646.0,10,0,172,0
40,42.0,68.66666666666667,20.0,33.0,556.0,10,0,51,0
41,60.666666666666664,60.666666666666664,-40.0,273.0,734.0,10,28,0,-1
42,51.333333333333336,10.0,10.0,55.0,498.0,10,0,71,0
43,51.333333333333336,78.0,-20.0,1422.0,1902.0,10,177,0,-1
44,76.66666666666667,27.333333333333332,-30.0,2542.0,2994.0,10,159,0,-1
