nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,20.0,59.0,10.0,60.0,0.0,705.0,0.0,696.0,20.0,10,0
2,178.0,61.0,172.0,66.0,0.0,707.0,0.0,715.0,19.0,10,0
3,41.0,186.0,39.0,186.0,0.0,690.0,0.0,689.0,27.0,10,0
4,184.0,110.0,182.0,110.0,181.0,211.0,163.0,193.0,23.0,10,0
5,186.0,65.0,184.0,101.0,0.0,702.0,0.0,710.0,39.0,10,0
6,58.0,19.0,65.0,42.0,182.0,212.0,0.0,727.0,10.0,10,0
7,60.0,71.0,49.0,71.0,244.0,274.0,0.0,736.0,22.0,10,0
8,63.0,149.0,86.0,150.0,0.0,733.0,489.0,519.0,17.0,10,0
9,40.0,95.0,40.0,95.0,0.0,734.0,0.0,734.0,25.0,10,0
10,123.0,90.0,113.0,100.0,0.0,769.0,0.0,781.0,21.0,10,0
11,55.0,100.0,76.0,93.0,0.0,749.0,0.0,769.0,22.0,10,0
12,18.0,35.0,18.0,35.0,0.0,690.0,0.0,690.0,24.0,10,0
13,124.0,165.0,88.0,152.0,0.0,725.0,0.0,741.0,24.0,10,0
14,41.0,16.0,26.0,41.0,0.0,692.0,0.0,700.0,6.0,10,0
15,13.0,139.0,24.0,131.0,669.0,699.0,0.0,712.0,34.0,10,0
16,81.0,183.0,97.0,192.0,87.0,117.0,0.0,702.0,11.0,10,0
17,66.0,3.0,63.0,44.0,0.0,692.0,500.0,530.0,9.0,10,0
18,18.0,59.0,1.0,54.0,0.0,703.0,0.0,685.0,20.0,10,0
19,134.0,157.0,141.0,132.0,0.0,728.0,0.0,742.0,20.0,10,0
20,193.0,127.0,176.0,132.0,0.0,698.0,0.0,712.0,7.0,10,0
21,155.0,17.0,179.0,5.0,0.0,695.0,0.0,671.0,32.0,10,0
22,159.0,187.0,151.0,180.0,477.0,507.0,555.0,585.0,9.0,10,0
23,174.0,185.0,174.0,194.0,112.0,142.0,462.0,492.0,15.0,10,0
24,172.0,55.0,136.0,90.0,0.0,710.0,0.0,757.0,11.0,10,0
25,1.0,149.0,16.0,141.0,0.0,684.0,0.0,701.0,35.0,10,0
26,83.0,180.0,80.0,190.0,0.0,713.0,0.0,702.0,15.0,10,0
27,63.0,141.0,75.0,170.0,0.0,739.0,0.0,720.0,14.0,10,0
28,39.0,112.0,28.0,127.0,0.0,732.0,0.0,718.0,26.0,10,0
29,114.0,122.0,184.0,140.0,0.0,768.0,0.0,701.0,10.0,10,0
30,50.0,31.0,62.0,15.0,85.0,115.0,93.0,123.0,20.0,10,0
31,28.0,160.0,32.0,166.0,0.0,701.0,0.0,700.0,27.0,10,0
