nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,100.0,17.333333333333332,75.33333333333333,105.33333333333333,1065.0,1245.0,1493.0,1890.0,16.0,10,0
2,41.333333333333336,101.33333333333333,56.0,125.33333333333333,1446.0,2310.0,1941.0,2082.0,19.0,10,0
3,55.333333333333336,74.66666666666667,13.333333333333334,75.33333333333333,20.0,419.0,153.0,597.0,28.0,10,0
4,127.33333333333333,82.66666666666667,127.33333333333333,82.66666666666667,410.0,912.0,410.0,912.0,7.0,10,0
5,74.66666666666667,116.0,76.0,122.0,292.0,387.0,877.0,1263.0,20.0,10,0
6,90.0,114.0,97.33333333333333,110.66666666666667,592.0,835.0,1335.0,1716.0,27.0,10,0
7,30.0,63.333333333333336,30.666666666666668,26.666666666666668,681.0,1048.0,969.0,1169.0,15.0,10,0
8,54.0,122.0,16.666666666666668,110.0,179.0,633.0,1367.0,1741.0,11.0,10,0
9,64.66666666666667,6.0,6.666666666666667,40.0,1119.0,1555.0,2017.0,2329.0,13.0,10,0
10,94.66666666666667,18.0,91.33333333333333,27.333333333333332,1208.0,1872.0,1578.0,1858.0,11.0,10,0
11,122.66666666666667,73.33333333333333,90.66666666666667,74.0,648.0,921.0,2353.0,2575.0,23.0,10,0
12,50.666666666666664,68.0,18.666666666666668,84.66666666666667,24.0,332.0,838.0,883.0,15.0,10,0
13,42.0,99.33333333333333,44.666666666666664,84.66666666666667,61.0,572.0,42.0,691.0,17.0,10,0
14,25.333333333333332,122.0,10.666666666666666,94.0,1172.0,1417.0,1954.0,2376.0,10.0,10,0
15,125.33333333333333,129.33333333333334,98.66666666666667,104.66666666666667,1051.0,1306.0,1104.0,1559.0,9.0,10,0
16,82.66666666666667,127.33333333333333,102.66666666666667,122.66666666666667,777.0,914.0,1193.0,1468.0,24.0,10,0
17,42.666666666666664,82.0,5.333333333333333,59.333333333333336,533.0,949.0,661.0,1124.0,17.0,10,0
18,51.333333333333336,79.33333333333333,49.333333333333336,108.66666666666667,1311.0,1691.0,2338.0,2901.0,17.0,10,0
19,18.666666666666668,10.0,16.666666666666668,32.0,1136.0,1642.0,1704.0,1951.0,18.0,10,0
20,60.0,2.6666666666666665,38.666666666666664,12.666666666666666,439.0,508.0,632.0,942.0,22.0,10,0
21,75.33333333333333,70.0,63.333333333333336,33.333333333333336,946.0,1135.0,813.0,1205.0,23.0,10,0
22,78.66666666666667,92.66666666666667,86.66666666666667,99.33333333333333,42.0,571.0,182.0,406.0,13.0,10,0
23,42.0,77.33333333333333,52.0,78.66666666666667,1725.0,2354.0,2185.0,2962.0,21.0,10,0
24,96.66666666666667,47.333333333333336,57.333333333333336,46.0,735.0,846.0,458.0,1068.0,10.0,10,0
25,3.3333333333333335,81.33333333333333,44.666666666666664,46.666666666666664,1443.0,1579.0,1693.0,1885.0,15.0,10,0
26,72.66666666666667,30.0,103.33333333333333,11.333333333333334,58.0,388.0,425.0,465.0,14.0,10,0
27,90.66666666666667,8.0,97.33333333333333,2.0,422.0,688.0,1621.0,1953.0,21.0,10,0
28,38.0,78.66666666666667,50.666666666666664,62.0,1602.0,1887.0,1592.0,2262.0,21.0,10,0
29,124.0,99.33333333333333,127.33333333333333,92.0,143.0,742.0,725.0,772.0,25.0,10,0
30,18.666666666666668,106.66666666666667,16.0,131.33333333333334,1551.0,1709.0,1893.0,2051.0,27.0,10,0
31,66.0,30.0,76.0,102.0,169.0,627.0,1112.0,1825.0,21.0,10,0
32,44.0,2.0,46.666666666666664,18.666666666666668,1404.0,1683.0,1892.0,2218.0,9.0,10,0
33,35.333333333333336,116.66666666666667,39.333333333333336,92.66666666666667,694.0,1052.0,1046.0,1640.0,28.0,10,0
34,56.0,54.0,17.333333333333332,27.333333333333332,24.0,310.0,499.0,766.0,11.0,10,0
35,5.333333333333333,5.333333333333333,78.66666666666667,30.0,493.0,733.0,1283.0,1672.0,11.0,10,0
36,68.66666666666667,16.666666666666668,114.0,46.0,155.0,528.0,655.0,960.0,2.0,10,0
37,71.33333333333333,64.0,71.33333333333333,88.66666666666667,8.0,535.0,1563.0,1956.0,23.0,10,0
38,86.0,117.33333333333333,118.0,89.33333333333333,415.0,865.0,1242.0,1485.0,18.0,10,0
39,47.333333333333336,76.0,48.666666666666664,54.0,2551.0,2854.0,2590.0,3133.0,25.0,10,0
40,36.666666666666664,58.0,6.0,81.33333333333333,715.0,1030.0,1282.0,1851.0,30.0,10,0
41,78.66666666666667,78.0,112.0,97.33333333333333,140.0,292.0,998.0,1146.0,20.0,10,0
42,114.66666666666667,107.33333333333333,105.33333333333333,54.0,384.0,685.0,1913.0,2283.0,6.0,10,0
43,10.0,131.33333333333334,3.3333333333333335,86.66666666666667,2299.0,2631.0,2520.0,2802.0,10.0,10,0
44,52.0,48.0,23.333333333333332,6.0,35.0,294.0,943.0,1019.0,9.0,10,0
45,109.33333333333333,24.666666666666668,74.66666666666667,4.0,263.0,653.0,2251.0,2811.0,19.0,10,0
46,28.0,116.0,26.0,100.66666666666667,279.0,743.0,200.0,815.0,13.0,10,0
