nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,89.33333333333333,4.0,105.33333333333333,13.333333333333334,237.0,267.0,572.0,602.0,20.0,10,0
2,42.0,38.666666666666664,40.0,34.0,55.0,85.0,83.0,113.0,20.0,10,0
3,44.0,34.666666666666664,42.666666666666664,34.666666666666664,149.0,179.0,161.0,191.0,10.0,10,0
4,92.66666666666667,4.666666666666667,94.0,2.6666666666666665,108.0,138.0,154.0,184.0,20.0,10,0
5,82.0,24.0,73.33333333333333,5.333333333333333,115.0,145.0,478.0,508.0,10.0,10,0
6,52.666666666666664,128.66666666666666,52.0,122.66666666666667,0.0,660.0,0.0,669.0,30.0,10,0
7,40.0,102.0,53.333333333333336,126.66666666666667,97.0,127.0,444.0,474.0,11.0,10,0
8,114.66666666666667,36.666666666666664,105.33333333333333,54.0,455.0,485.0,509.0,539.0,11.0,10,0
9,94.0,5.333333333333333,102.66666666666667,4.666666666666667,100.0,130.0,350.0,380.0,20.0,10,0
10,9.333333333333334,61.333333333333336,8.666666666666666,54.0,95.0,125.0,148.0,178.0,30.0,10,0
11,8.0,75.33333333333333,45.333333333333336,76.66666666666667,333.0,363.0,565.0,595.0,2.0,10,0
12,100.66666666666667,88.0,122.0,113.33333333333333,0.0,695.0,193.0,223.0,6.0,10,0
13,65.33333333333333,128.66666666666666,58.666666666666664,95.33333333333333,0.0,662.0,0.0,711.0,27.0,10,0
14,10.666666666666666,56.0,14.0,56.666666666666664,173.0,203.0,188.0,218.0,20.0,10,0
15,103.33333333333333,11.333333333333334,103.33333333333333,11.333333333333334,99.0,129.0,99.0,129.0,32.0,10,0
16,23.333333333333332,106.66666666666667,46.0,100.0,0.0,667.0,564.0,594.0,16.0,10,0
17,35.333333333333336,40.666666666666664,36.666666666666664,58.0,82.0,112.0,203.0,233.0,20.0,10,0
18,15.333333333333334,91.33333333333333,14.666666666666666,88.66666666666667,158.0,188.0,172.0,202.0,20.0,10,0
19,34.666666666666664,25.333333333333332,6.666666666666667,13.333333333333334,78.0,108.0,0.0,635.0,30.0,10,0
20,119.33333333333333,94.0,124.66666666666667,94.66666666666667,98.0,128.0,116.0,146.0,20.0,10,0
21,76.0,81.33333333333333,72.0,94.0,213.0,243.0,270.0,300.0,10.0,10,0
22,52.0,79.33333333333333,73.33333333333333,73.33333333333333,72.0,102.0,592.0,622.0,30.0,10,0
23,130.0,88.0,132.66666666666666,76.66666666666667,263.0,293.0,0.0,655.0,6.0,10,0
24,123.33333333333333,82.66666666666667,130.0,86.0,0.0,667.0,167.0,197.0,10.0,10,0
25,41.333333333333336,10.0,30.666666666666668,14.666666666666666,93.0,123.0,404.0,434.0,29.0,10,0
26,19.333333333333332,92.66666666666667,4.666666666666667,101.33333333333333,81.0,111.0,172.0,202.0,10.0,10,0
27,112.0,38.666666666666664,96.0,61.333333333333336,222.0,252.0,511.0,541.0,29.0,10,0
28,3.3333333333333335,108.0,8.0,87.33333333333333,124.0,154.0,0.0,662.0,26.0,10,0
29,128.0,75.33333333333333,131.33333333333334,75.33333333333333,98.0,128.0,128.0,158.0,20.0,10,0
30,126.0,63.333333333333336,126.0,64.66666666666667,134.0,164.0,167.0,197.0,10.0,10,0
31,56.0,78.66666666666667,58.0,78.0,98.0,128.0,122.0,152.0,20.0,10,0
32,10.0,58.0,18.666666666666668,51.333333333333336,120.0,150.0,220.0,250.0,20.0,10,0
33,69.33333333333333,3.3333333333333335,70.0,17.333333333333332,191.0,221.0,323.0,353.0,26.0,10,0
34,75.33333333333333,66.66666666666667,75.33333333333333,66.66666666666667,230.0,260.0,230.0,260.0,5.0,10,0
35,92.66666666666667,64.66666666666667,92.66666666666667,64.66666666666667,0.0,716.0,0.0,716.0,4.0,10,0
36,95.33333333333333,119.33333333333333,97.33333333333333,110.66666666666667,0.0,666.0,366.0,396.0,24.0,10,0
37,50.0,115.33333333333333,74.0,126.0,77.0,107.0,0.0,666.0,30.0,10,0
38,79.33333333333333,24.666666666666668,80.66666666666667,32.0,0.0,690.0,283.0,313.0,20.0,10,0
39,58.0,127.33333333333333,56.0,120.0,91.0,121.0,361.0,391.0,10.0,10,0
40,53.333333333333336,111.33333333333333,53.333333333333336,111.33333333333333,0.0,686.0,0.0,686.0,10.0,10,0
41,120.66666666666667,46.666666666666664,120.66666666666667,46.666666666666664,525.0,555.0,525.0,555.0,25.0,10,0
42,118.66666666666667,82.0,122.66666666666667,77.33333333333333,81.0,111.0,163.0,193.0,30.0,10,0
43,17.333333333333332,92.0,30.0,94.66666666666667,188.0,218.0,468.0,498.0,10.0,10,0
44,92.0,46.0,100.66666666666667,44.0,50.0,80.0,74.0,104.0,9.0,10,0
45,40.666666666666664,33.333333333333336,45.333333333333336,33.333333333333336,94.0,124.0,136.0,166.0,10.0,10,0
46,90.0,114.0,106.0,130.66666666666666,163.0,193.0,238.0,268.0,27.0,10,0
47,66.0,30.0,58.0,20.0,84.0,114.0,188.0,218.0,21.0,10,0
48,124.66666666666667,61.333333333333336,130.0,64.66666666666667,0.0,668.0,151.0,181.0,20.0,10,0
49,7.333333333333333,100.66666666666667,6.666666666666667,102.0,109.0,139.0,0.0,651.0,20.0,10,0
50,36.0,20.0,33.333333333333336,20.666666666666668,150.0,180.0,0.0,670.0,10.0,10,0
51,21.333333333333332,31.333333333333332,36.0,24.666666666666668,150.0,180.0,646.0,676.0,27.0,10,0
52,120.66666666666667,98.0,120.0,98.0,134.0,164.0,145.0,175.0,20.0,10,0
53,102.66666666666667,39.333333333333336,128.66666666666666,8.0,68.0,98.0,374.0,404.0,17.0,10,0
54,62.0,8.666666666666666,59.333333333333336,26.0,145.0,175.0,0.0,694.0,30.0,10,0
55,25.333333333333332,126.66666666666667,23.333333333333332,124.0,137.0,167.0,210.0,240.0,10.0,10,0
56,69.33333333333333,58.666666666666664,69.33333333333333,58.666666666666664,713.0,743.0,713.0,743.0,25.0,10,0
57,27.333333333333332,124.66666666666667,52.0,112.66666666666667,112.0,142.0,288.0,318.0,20.0,10,0
58,84.66666666666667,95.33333333333333,87.33333333333333,90.66666666666667,541.0,571.0,631.0,661.0,7.0,10,0
59,16.0,87.33333333333333,30.666666666666668,87.33333333333333,309.0,339.0,341.0,371.0,31.0,10,0
60,54.666666666666664,129.33333333333334,56.0,129.33333333333334,176.0,206.0,0.0,660.0,10.0,10,0
61,110.0,77.33333333333333,110.0,78.0,107.0,137.0,0.0,688.0,10.0,10,0
62,4.0,128.66666666666666,15.333333333333334,117.33333333333333,399.0,429.0,0.0,647.0,13.0,10,0
63,46.666666666666664,24.666666666666668,36.666666666666664,16.0,69.0,99.0,123.0,153.0,10.0,10,0
64,114.66666666666667,119.33333333333333,98.66666666666667,104.66666666666667,561.0,591.0,0.0,681.0,1.0,10,0
65,124.0,60.666666666666664,104.0,62.0,97.0,127.0,421.0,451.0,10.0,10,0
66,110.0,120.66666666666667,107.33333333333333,105.33333333333333,103.0,133.0,393.0,423.0,22.0,10,0
67,68.66666666666667,44.666666666666664,68.66666666666667,44.0,0.0,722.0,0.0,721.0,20.0,10,0
68,116.0,85.33333333333333,125.33333333333333,83.33333333333333,79.0,109.0,120.0,150.0,20.0,10,0
69,131.33333333333334,93.33333333333333,132.0,88.0,113.0,143.0,153.0,183.0,10.0,10,0
70,66.66666666666667,46.666666666666664,54.666666666666664,32.0,30.0,60.0,90.0,120.0,30.0,10,0
71,55.333333333333336,78.66666666666667,58.0,78.66666666666667,87.0,117.0,111.0,141.0,20.0,10,0
72,44.0,38.666666666666664,43.333333333333336,28.0,199.0,229.0,213.0,243.0,20.0,10,0
73,55.333333333333336,125.33333333333333,55.333333333333336,125.33333333333333,89.0,119.0,89.0,119.0,30.0,10,0
74,8.0,102.66666666666667,8.0,104.0,133.0,163.0,0.0,651.0,10.0,10,0
75,27.333333333333332,121.33333333333333,27.333333333333332,124.0,101.0,131.0,0.0,651.0,30.0,10,0
76,108.0,108.0,116.0,123.33333333333333,343.0,373.0,0.0,643.0,20.0,10,0
77,59.333333333333336,117.33333333333333,61.333333333333336,118.66666666666667,0.0,679.0,471.0,501.0,13.0,10,0
78,57.333333333333336,46.0,57.333333333333336,46.0,0.0,721.0,0.0,721.0,14.0,10,0
79,13.333333333333334,48.0,35.333333333333336,52.666666666666664,251.0,281.0,472.0,502.0,21.0,10,0
80,118.66666666666667,98.0,90.66666666666667,74.0,157.0,187.0,601.0,631.0,10.0,10,0
81,93.33333333333333,7.333333333333333,96.66666666666667,12.666666666666666,97.0,127.0,0.0,663.0,10.0,10,0
82,66.66666666666667,4.0,72.66666666666667,32.0,94.0,124.0,0.0,703.0,30.0,10,0
83,12.666666666666666,34.0,12.0,59.333333333333336,165.0,195.0,0.0,673.0,19.0,10,0
84,56.666666666666664,73.33333333333333,64.66666666666667,86.0,18.0,48.0,0.0,726.0,10.0,10,0
85,24.666666666666668,97.33333333333333,47.333333333333336,87.33333333333333,310.0,340.0,499.0,529.0,10.0,10,0
86,120.66666666666667,59.333333333333336,125.33333333333333,58.666666666666664,81.0,111.0,88.0,118.0,10.0,10,0
87,17.333333333333332,98.0,16.666666666666668,95.33333333333333,0.0,668.0,120.0,150.0,20.0,10,0
88,124.66666666666667,64.66666666666667,120.0,62.0,179.0,209.0,217.0,247.0,10.0,10,0
89,56.666666666666664,109.33333333333333,58.0,130.66666666666666,65.0,95.0,149.0,179.0,23.0,10,0
90,11.333333333333334,21.333333333333332,12.0,23.333333333333332,0.0,648.0,0.0,651.0,16.0,10,0
91,82.0,60.0,116.66666666666667,40.0,25.0,55.0,85.0,115.0,21.0,10,0
92,41.333333333333336,33.333333333333336,42.0,36.666666666666664,105.0,135.0,185.0,215.0,20.0,10,0
93,91.33333333333333,0.6666666666666666,90.0,0.0,0.0,650.0,0.0,650.0,10.0,10,0
94,93.33333333333333,4.0,93.33333333333333,2.6666666666666665,119.0,149.0,131.0,161.0,30.0,10,0
95,87.33333333333333,25.333333333333332,95.33333333333333,0.0,69.0,99.0,181.0,211.0,20.0,10,0
96,16.666666666666668,97.33333333333333,16.0,93.33333333333333,107.0,137.0,144.0,174.0,30.0,10,0
97,91.33333333333333,2.6666666666666665,91.33333333333333,6.666666666666667,224.0,254.0,440.0,470.0,10.0,10,0
98,10.0,58.666666666666664,9.333333333333334,56.0,109.0,139.0,161.0,191.0,10.0,10,0
99,25.333333333333332,122.0,21.333333333333332,118.66666666666667,309.0,339.0,0.0,652.0,10.0,10,0
100,12.666666666666666,25.333333333333332,48.666666666666664,54.0,454.0,484.0,692.0,722.0,16.0,10,0
101,71.33333333333333,64.0,96.0,39.333333333333336,8.0,38.0,442.0,472.0,23.0,10,0
102,94.66666666666667,40.0,83.33333333333333,52.0,413.0,443.0,0.0,722.0,13.0,10,0
103,45.333333333333336,26.666666666666668,35.333333333333336,19.333333333333332,68.0,98.0,0.0,670.0,23.0,10,0
104,14.666666666666666,40.666666666666664,26.666666666666668,63.333333333333336,270.0,300.0,502.0,532.0,17.0,10,0
105,106.0,80.66666666666667,75.33333333333333,70.0,159.0,189.0,245.0,275.0,20.0,10,0
