nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,116.66666666666667,40.0,89.33333333333333,4.0,173.0,507.0,912.0,1107.0,18.0,10,0
2,42.0,38.666666666666664,35.333333333333336,40.666666666666664,55.0,409.0,211.0,566.0,20.0,10,0
3,42.666666666666664,34.666666666666664,72.66666666666667,32.0,442.0,966.0,295.0,902.0,20.0,10,0
4,92.66666666666667,4.666666666666667,82.0,22.0,389.0,594.0,357.0,788.0,20.0,10,0
5,73.33333333333333,5.333333333333333,69.33333333333333,58.666666666666664,1697.0,2247.0,2421.0,3038.0,26.0,10,0
6,52.666666666666664,128.66666666666666,122.66666666666667,93.33333333333333,562.0,1073.0,1322.0,1647.0,30.0,10,0
7,53.333333333333336,126.66666666666667,74.0,126.0,1515.0,2156.0,1785.0,2357.0,13.0,10,0
8,128.66666666666666,74.0,105.33333333333333,54.0,504.0,929.0,1943.0,2253.0,20.0,10,0
9,40.0,102.0,116.0,129.33333333333334,369.0,528.0,1707.0,2107.0,11.0,10,0
10,94.0,5.333333333333333,119.33333333333333,3.3333333333333335,240.0,645.0,1996.0,2414.0,20.0,10,0
11,15.333333333333334,91.33333333333333,8.666666666666666,54.0,447.0,934.0,412.0,891.0,20.0,10,0
12,15.333333333333334,117.33333333333333,45.333333333333336,76.66666666666667,1191.0,1757.0,2234.0,2407.0,20.0,10,0
13,100.66666666666667,88.0,4.0,128.66666666666666,532.0,904.0,1485.0,1828.0,6.0,10,0
14,46.0,31.333333333333332,58.666666666666664,95.33333333333333,497.0,607.0,1928.0,2358.0,10.0,10,0
15,10.666666666666666,56.0,43.333333333333336,51.333333333333336,507.0,998.0,555.0,1231.0,20.0,10,0
16,103.33333333333333,11.333333333333334,114.66666666666667,36.666666666666664,419.0,472.0,1694.0,2064.0,32.0,10,0
17,126.0,80.0,46.0,100.0,567.0,634.0,2100.0,2534.0,10.0,10,0
18,15.333333333333334,94.66666666666667,36.666666666666664,58.0,460.0,717.0,829.0,917.0,10.0,10,0
19,20.0,124.66666666666667,14.666666666666666,88.66666666666667,686.0,995.0,605.0,888.0,10.0,10,0
20,41.333333333333336,25.333333333333332,6.666666666666667,13.333333333333334,2107.0,2321.0,2222.0,2608.0,19.0,10,0
21,124.66666666666667,94.66666666666667,69.33333333333333,117.33333333333333,238.0,811.0,868.0,1094.0,10.0,10,0
22,57.333333333333336,46.0,76.0,81.33333333333333,568.0,957.0,661.0,1163.0,14.0,10,0
23,52.0,79.33333333333333,7.333333333333333,78.66666666666667,105.0,587.0,311.0,704.0,30.0,10,0
24,128.0,75.33333333333333,132.66666666666666,76.66666666666667,244.0,660.0,303.0,739.0,20.0,10,0
25,123.33333333333333,82.66666666666667,55.333333333333336,120.0,238.0,736.0,1074.0,1176.0,10.0,10,0
26,52.0,48.0,30.666666666666668,14.666666666666666,35.0,459.0,1499.0,1855.0,9.0,10,0
27,8.0,104.0,4.666666666666667,101.33333333333333,348.0,933.0,525.0,969.0,30.0,10,0
28,122.66666666666667,77.33333333333333,96.0,61.333333333333336,599.0,824.0,1923.0,2287.0,20.0,10,0
29,20.0,94.66666666666667,3.3333333333333335,108.0,224.0,529.0,370.0,740.0,10.0,10,0
30,131.33333333333334,75.33333333333333,130.0,86.0,332.0,814.0,588.0,871.0,20.0,10,0
31,126.0,63.333333333333336,131.33333333333334,93.33333333333333,449.0,745.0,298.0,726.0,10.0,10,0
32,56.0,78.66666666666667,16.666666666666668,95.33333333333333,95.0,807.0,532.0,547.0,20.0,10,0
33,18.666666666666668,51.333333333333336,56.666666666666664,56.666666666666664,793.0,1088.0,2189.0,2480.0,12.0,10,0
34,70.0,17.333333333333332,74.66666666666667,4.0,1150.0,1553.0,2463.0,2600.0,24.0,10,0
35,75.33333333333333,66.66666666666667,64.66666666666667,86.0,748.0,1214.0,2267.0,2527.0,5.0,10,0
36,81.33333333333333,8.666666666666666,92.66666666666667,64.66666666666667,506.0,731.0,2490.0,2632.0,27.0,10,0
37,38.0,104.66666666666667,95.33333333333333,119.33333333333333,144.0,616.0,776.0,1514.0,26.0,10,0
38,103.33333333333333,14.666666666666666,79.33333333333333,24.666666666666668,277.0,859.0,493.0,969.0,24.0,10,0
39,58.0,127.33333333333333,82.66666666666667,127.33333333333333,389.0,448.0,703.0,988.0,10.0,10,0
40,110.0,77.33333333333333,53.333333333333336,111.33333333333333,277.0,696.0,863.0,1032.0,10.0,10,0
41,93.33333333333333,7.333333333333333,120.66666666666667,46.666666666666664,237.0,543.0,1906.0,2412.0,10.0,10,0
42,118.66666666666667,82.0,52.0,122.66666666666667,219.0,432.0,623.0,1165.0,30.0,10,0
43,30.0,94.66666666666667,47.333333333333336,87.33333333333333,1823.0,2039.0,1880.0,2233.0,15.0,10,0
44,83.33333333333333,52.0,100.66666666666667,44.0,33.0,576.0,130.0,581.0,11.0,10,0
45,45.333333333333336,33.333333333333336,80.66666666666667,33.333333333333336,443.0,767.0,304.0,715.0,10.0,10,0
46,116.66666666666667,95.33333333333333,106.0,130.66666666666666,796.0,943.0,919.0,1105.0,20.0,10,0
47,69.33333333333333,3.3333333333333335,58.0,20.0,752.0,894.0,704.0,920.0,26.0,10,0
48,124.66666666666667,74.66666666666667,124.66666666666667,61.333333333333336,118.0,585.0,421.0,570.0,30.0,10,0
49,6.666666666666667,102.0,16.0,93.33333333333333,258.0,829.0,355.0,921.0,20.0,10,0
50,36.0,20.0,14.666666666666666,40.666666666666664,493.0,827.0,987.0,1293.0,10.0,10,0
51,36.0,24.666666666666668,48.666666666666664,54.0,2364.0,2924.0,2822.0,2901.0,21.0,10,0
52,122.0,80.0,120.0,98.0,110.0,667.0,598.0,683.0,10.0,10,0
53,102.66666666666667,39.333333333333336,90.66666666666667,74.0,119.0,546.0,2387.0,2540.0,17.0,10,0
54,68.66666666666667,44.666666666666664,62.0,8.666666666666666,145.0,565.0,467.0,813.0,20.0,10,0
55,8.0,102.66666666666667,25.333333333333332,126.66666666666667,436.0,749.0,448.0,766.0,10.0,10,0
56,52.0,112.66666666666667,73.33333333333333,122.66666666666667,1122.0,1304.0,1745.0,1981.0,10.0,10,0
57,89.33333333333333,104.66666666666667,84.66666666666667,95.33333333333333,1634.0,1831.0,1905.0,2545.0,20.0,10,0
58,7.333333333333333,100.66666666666667,16.0,87.33333333333333,223.0,765.0,1140.0,1449.0,20.0,10,0
59,44.666666666666664,92.0,54.666666666666664,129.33333333333334,129.0,558.0,657.0,873.0,11.0,10,0
60,110.0,78.0,56.666666666666664,128.66666666666666,313.0,747.0,1172.0,1430.0,10.0,10,0
61,59.333333333333336,26.0,36.666666666666664,16.0,123.0,500.0,423.0,681.0,19.0,10,0
62,105.33333333333333,88.0,98.66666666666667,104.66666666666667,1325.0,1656.0,1047.0,1615.0,12.0,10,0
63,87.33333333333333,61.333333333333336,124.0,60.666666666666664,32.0,579.0,259.0,640.0,22.0,10,0
64,25.333333333333332,125.33333333333333,17.333333333333332,92.0,326.0,791.0,401.0,1225.0,20.0,10,0
65,110.0,120.66666666666667,116.0,85.33333333333333,170.0,660.0,98.0,534.0,22.0,10,0
66,68.66666666666667,44.0,34.666666666666664,25.333333333333332,160.0,638.0,118.0,510.0,20.0,10,0
67,128.66666666666666,87.33333333333333,125.33333333333333,83.33333333333333,351.0,433.0,294.0,785.0,20.0,10,0
68,66.66666666666667,46.666666666666664,39.333333333333336,92.66666666666667,30.0,236.0,1240.0,1445.0,30.0,10,0
69,55.333333333333336,78.66666666666667,54.0,122.0,195.0,619.0,333.0,480.0,20.0,10,0
70,5.333333333333333,59.333333333333336,44.0,38.666666666666664,738.0,1047.0,677.0,1039.0,13.0,10,0
71,56.666666666666664,73.33333333333333,55.333333333333336,125.33333333333333,18.0,353.0,243.0,474.0,10.0,10,0
72,91.33333333333333,2.6666666666666665,105.33333333333333,13.333333333333334,808.0,1103.0,2172.0,2525.0,10.0,10,0
73,56.0,128.0,107.33333333333333,105.33333333333333,320.0,703.0,1521.0,1746.0,10.0,10,0
74,27.333333333333332,124.0,4.666666666666667,79.33333333333333,220.0,977.0,1364.0,1646.0,27.0,10,0
75,97.33333333333333,110.66666666666667,108.0,108.0,1446.0,1605.0,1143.0,1718.0,24.0,10,0
76,44.0,130.66666666666666,59.333333333333336,117.33333333333333,1626.0,1833.0,1556.0,1980.0,23.0,10,0
77,5.333333333333333,46.0,13.333333333333334,48.0,633.0,963.0,926.0,1205.0,20.0,10,0
78,27.333333333333332,121.33333333333333,24.666666666666668,97.33333333333333,314.0,494.0,1002.0,1601.0,30.0,10,0
79,118.66666666666667,98.0,37.333333333333336,98.66666666666667,592.0,784.0,2092.0,2247.0,10.0,10,0
80,41.333333333333336,33.333333333333336,40.0,34.0,302.0,660.0,326.0,458.0,20.0,10,0
81,65.33333333333333,2.6666666666666665,66.66666666666667,4.0,343.0,593.0,251.0,581.0,20.0,10,0
82,35.333333333333336,39.333333333333336,12.0,59.333333333333336,168.0,512.0,173.0,488.0,20.0,10,0
83,110.0,75.33333333333333,120.66666666666667,59.333333333333336,68.0,542.0,151.0,503.0,10.0,10,0
84,8.666666666666666,101.33333333333333,17.333333333333332,98.0,117.0,773.0,87.0,965.0,20.0,10,0
