nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,13.333333333333334,39.333333333333336,15.333333333333334,49.333333333333336,512.0,522.0,567.0,577.0,20.0,10,0
2,114.0,46.0,118.66666666666667,40.666666666666664,197.0,207.0,369.0,379.0,19.0,10,0
3,27.333333333333332,124.0,26.0,124.0,145.0,155.0,185.0,195.0,27.0,10,0
4,101.33333333333333,81.33333333333333,121.33333333333333,73.33333333333333,73.0,83.0,173.0,183.0,25.0,10,0
5,124.0,43.333333333333336,101.33333333333333,45.333333333333336,477.0,487.0,607.0,617.0,39.0,10,0
6,38.666666666666664,12.666666666666666,39.333333333333336,16.0,192.0,202.0,374.0,384.0,10.0,10,0
7,39.333333333333336,55.333333333333336,40.0,47.333333333333336,237.0,247.0,254.0,264.0,24.0,10,0
8,57.333333333333336,100.0,58.666666666666664,95.33333333333333,499.0,509.0,531.0,541.0,22.0,10,0
9,26.0,74.66666666666667,26.666666666666668,63.333333333333336,140.0,150.0,512.0,522.0,26.0,10,0
10,82.0,60.0,82.0,60.0,25.0,35.0,25.0,35.0,21.0,10,0
11,36.666666666666664,66.66666666666667,13.333333333333334,75.33333333333333,45.0,55.0,89.0,99.0,22.0,10,0
12,27.333333333333332,10.666666666666666,12.0,23.333333333333332,122.0,132.0,629.0,639.0,6.0,10,0
13,58.666666666666664,101.33333333333333,52.0,78.66666666666667,160.0,170.0,638.0,648.0,13.0,10,0
14,17.333333333333332,27.333333333333332,0.6666666666666666,36.0,153.0,163.0,297.0,307.0,14.0,10,0
15,16.0,87.33333333333333,38.0,78.66666666666667,319.0,329.0,431.0,441.0,31.0,10,0
16,64.66666666666667,128.0,45.333333333333336,104.0,204.0,214.0,326.0,336.0,23.0,10,0
17,41.333333333333336,10.0,42.0,29.333333333333332,99.0,109.0,510.0,520.0,29.0,10,0
18,98.66666666666667,104.66666666666667,89.33333333333333,104.66666666666667,328.0,338.0,428.0,438.0,21.0,10,0
19,117.33333333333333,88.0,106.0,86.0,348.0,358.0,393.0,403.0,10.0,10,0
20,103.33333333333333,11.333333333333334,107.33333333333333,2.0,106.0,116.0,531.0,541.0,32.0,10,0
21,106.0,124.66666666666667,106.0,124.66666666666667,487.0,497.0,487.0,497.0,9.0,10,0
22,110.0,120.66666666666667,116.0,129.33333333333334,103.0,113.0,472.0,482.0,22.0,10,0
23,90.66666666666667,60.0,120.0,44.0,37.0,47.0,92.0,102.0,18.0,10,0
24,23.333333333333332,106.66666666666667,0.6666666666666666,99.33333333333333,94.0,104.0,413.0,423.0,16.0,10,0
25,55.333333333333336,120.0,41.333333333333336,101.33333333333333,276.0,286.0,464.0,474.0,15.0,10,0
26,50.0,89.33333333333333,42.0,94.0,42.0,52.0,163.0,173.0,16.0,10,0
27,100.66666666666667,88.0,122.66666666666667,93.33333333333333,175.0,185.0,366.0,376.0,6.0,10,0
28,33.333333333333336,20.666666666666668,27.333333333333332,28.666666666666668,90.0,100.0,517.0,527.0,20.0,10,0
29,21.333333333333332,110.66666666666667,18.666666666666668,106.66666666666667,316.0,326.0,403.0,413.0,17.0,10,0
