nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,200.0,200.0,40,0.0,1676.0,10,0,0,1.0
1,385.0,56.0,10.0,473.0,544.0,10,0,721,316.78076393794123
2,201.0,297.0,-20.0,805.0,855.0,10,632,0,-1
3,57.0,353.0,10.0,364.0,418.0,10,0,112,87.31196660117193
4,201.0,386.0,-20.0,0.0,1400.0,10,395,0,-1
5,359.0,23.0,30.0,298.0,358.0,10,0,606,208.93350366254603
6,210.0,268.0,30.0,68.0,102.0,10,0,691,6.4204010465455434
7,219.0,148.0,10.0,55.0,110.0,10,0,595,0
8,306.0,390.0,20.0,0.0,1369.0,10,0,838,0
9,32.0,251.0,20.0,804.0,857.0,10,0,394,734.4833613665621
10,130.0,70.0,-30.0,956.0,1015.0,10,720,0,-1
11,103.0,172.0,10.0,0.0,1486.0,10,0,419,0
12,319.0,217.0,-30.0,0.0,1466.0,10,776,0,-1
13,99.0,241.0,20.0,173.0,225.0,10,0,111,56.904797101277744
14,368.0,102.0,-20.0,0.0,1392.0,10,92,0,-1
15,307.0,310.0,-30.0,0.0,1433.0,10,369,0,-1
16,158.0,366.0,20.0,521.0,566.0,10,0,238,444.642732203844
17,286.0,9.0,-20.0,551.0,606.0,10,125,0,-1
18,267.0,161.0,-30.0,0.0,1509.0,10,708,0,-1
19,304.0,141.0,-20.0,757.0,798.0,10,422,0,-1
20,143.0,261.0,-10.0,605.0,669.0,10,607,0,-1
21,183.0,303.0,-20.0,442.0,493.0,10,38,0,-1
22,218.0,284.0,-10.0,905.0,965.0,10,311,0,-1
23,318.0,335.0,40.0,708.0,767.0,10,0,438,211.95778257480347
24,53.0,330.0,-10.0,624.0,690.0,10,700,0,-1
25,233.0,208.0,30.0,93.0,155.0,10,0,141,28.812137370755963
26,113.0,179.0,10.0,986.0,1037.0,10,0,805,352.5869658371755
27,109.0,170.0,20.0,151.0,220.0,10,0,290,53.90654928261441
28,276.0,16.0,10.0,199.0,241.0,10,0,466,11.260728404581753
29,128.0,93.0,10.0,0.0,1458.0,10,0,754,0
30,221.0,379.0,-30.0,0.0,1406.0,10,333,0,-1
31,185.0,386.0,-20.0,602.0,689.0,10,90,0,-1
32,14.0,210.0,10.0,623.0,677.0,10,0,795,154.77937014941344
33,180.0,375.0,-20.0,0.0,1410.0,10,354,0,-1
34,164.0,69.0,30.0,0.0,1451.0,10,0,742,0
35,53.0,354.0,-10.0,1020.0,1079.0,10,365,0,-1
36,275.0,8.0,10.0,625.0,696.0,10,0,551,475.1996513784776
37,142.0,260.0,20.0,683.0,773.0,10,0,804,587.8620977153121
38,183.0,294.0,20.0,95.0,169.0,10,0,21,20.749085406827206
39,373.0,253.0,10.0,618.0,666.0,10,0,588,466.70173983164665
40,15.0,100.0,10.0,356.0,426.0,10,0,317,216.80732117764862
41,51.0,288.0,10.0,236.0,291.0,10,0,380,121.29192321042608
42,131.0,130.0,40.0,336.0,403.0,10,0,376,30.932812618991996
43,184.0,343.0,30.0,478.0,535.0,10,0,755,283.486853158635
44,56.0,351.0,10.0,0.0,1378.0,10,0,227,0
45,208.0,384.0,20.0,236.0,312.0,10,0,389,91.3670823444875
46,204.0,87.0,30.0,175.0,231.0,10,0,237,1.1954176171966528
47,61.0,333.0,10.0,913.0,969.0,10,0,344,139.31094712436223
48,313.0,194.0,10.0,444.0,504.0,10,0,59,263.4772683181777
49,271.0,154.0,-20.0,0.0,1502.0,10,512,0,-1
50,314.0,399.0,10.0,0.0,1357.0,10,0,58,0
51,14.0,100.0,-30.0,446.0,518.0,10,217,0,-1
52,273.0,160.0,-10.0,813.0,860.0,10,345,0,-1
53,359.0,38.0,10.0,478.0,520.0,10,0,555,33.90162300426342
54,173.0,381.0,10.0,0.0,1403.0,10,0,256,0
55,153.0,368.0,30.0,331.0,385.0,10,0,462,220.88722891362661
56,270.0,151.0,20.0,85.0,158.0,10,0,164,23.557499368352374
57,29.0,355.0,10.0,490.0,517.0,10,0,295,91.76278965837749
58,310.0,395.0,-10.0,0.0,1363.0,10,50,0,-1
59,312.0,200.0,-10.0,533.0,608.0,10,48,0,-1
60,107.0,247.0,-10.0,0.0,1482.0,10,399,0,-1
61,126.0,91.0,30.0,0.0,1455.0,10,0,386,0
62,229.0,229.0,-20.0,667.0,724.0,10,604,0,-1
63,196.0,293.0,20.0,333.0,396.0,10,0,774,100.53025990424159
64,82.0,247.0,20.0,280.0,345.0,10,0,313,203.3676210641981
65,42.0,384.0,10.0,770.0,834.0,10,0,121,490.28743176731075
66,83.0,357.0,-40.0,0.0,1391.0,10,775,0,-1
67,280.0,282.0,-10.0,0.0,1472.0,10,446,0,-1
68,270.0,106.0,-50.0,182.0,247.0,10,574,0,-1
69,369.0,106.0,-20.0,0.0,1393.0,10,73,0,-1
70,393.0,272.0,-10.0,447.0,508.0,10,451,0,-1
71,93.0,62.0,-20.0,511.0,562.0,10,583,0,-1
72,275.0,15.0,20.0,259.0,321.0,10,0,362,17.778437234571335
73,372.0,104.0,20.0,629.0,688.0,10,0,69,547.6758030213497
74,134.0,98.0,10.0,121.0,175.0,10,0,408,17.201115957505788
75,339.0,41.0,-20.0,542.0,608.0,10,797,0,-1
76,303.0,61.0,30.0,966.0,1055.0,10,0,839,403.7449739061233
77,97.0,10.0,10.0,550.0,614.0,10,0,499,482.0656148891072
78,211.0,274.0,20.0,315.0,381.0,10,0,649,108.65885126355353
79,159.0,207.0,20.0,41.0,92.0,10,0,671,0
80,111.0,184.0,10.0,616.0,668.0,10,0,210,414.9822061965881
81,155.0,206.0,-30.0,376.0,441.0,10,741,0,-1
82,95.0,47.0,10.0,900.0,952.0,10,0,728,732.9194977578841
83,18.0,100.0,20.0,265.0,331.0,10,0,735,92.2949845634159
84,21.0,96.0,20.0,635.0,707.0,10,0,455,54.62121740315953
85,126.0,126.0,20.0,624.0,674.0,10,0,202,201.66923245340675
86,102.0,169.0,20.0,898.0,960.0,10,0,717,480.98648966525195
87,35.0,293.0,20.0,349.0,399.0,10,0,215,214.17880070702196
88,240.0,246.0,20.0,122.0,188.0,10,0,208,41.48453709474059
89,255.0,239.0,20.0,0.0,1519.0,10,0,130,0
90,179.0,383.0,20.0,0.0,1402.0,10,0,31,0
91,147.0,263.0,-40.0,324.0,387.0,10,722,0,-1
92,367.0,104.0,20.0,192.0,272.0,10,0,14,45.63441130290395
93,277.0,154.0,20.0,430.0,485.0,10,0,808,289.3032406630898
94,179.0,336.0,-10.0,0.0,1449.0,10,282,0,-1
95,157.0,205.0,-40.0,557.0,625.0,10,729,0,-1
96,231.0,243.0,-10.0,0.0,1533.0,10,182,0,-1
97,92.0,50.0,-10.0,1081.0,1140.0,10,731,0,-1
98,375.0,247.0,10.0,243.0,300.0,10,0,625,109.18226981903481
99,152.0,240.0,30.0,308.0,370.0,10,0,372,142.1259072160929
100,187.0,341.0,30.0,383.0,444.0,10,0,481,192.3605691545157
101,234.0,214.0,-10.0,660.0,710.0,10,298,0,-1
102,364.0,27.0,20.0,766.0,834.0,10,0,539,535.4568964378245
103,52.0,297.0,-10.0,0.0,1410.0,10,303,0,-1
104,103.0,168.0,-10.0,984.0,1058.0,10,762,0,-1
105,23.0,98.0,-20.0,1201.0,1254.0,10,697,0,-1
106,153.0,107.0,20.0,446.0,501.0,10,0,814,366.9813296919666
107,14.0,201.0,-20.0,0.0,1400.0,10,209,0,-1
108,386.0,57.0,10.0,0.0,1352.0,10,0,286,0
109,244.0,109.0,20.0,259.0,308.0,10,0,198,195.55497960143313
110,393.0,307.0,-20.0,649.0,706.0,10,594,0,-1
111,96.0,235.0,-20.0,834.0,879.0,10,13,0,-1
112,49.0,353.0,-10.0,653.0,710.0,10,3,0,-1
113,28.0,356.0,-20.0,570.0,619.0,10,302,0,-1
114,85.0,155.0,20.0,651.0,714.0,10,0,146,245.37611071812682
115,248.0,243.0,20.0,64.0,132.0,10,0,546,3.955444821109805
116,94.0,13.0,-10.0,0.0,1372.0,10,764,0,-1
117,134.0,279.0,30.0,102.0,158.0,10,0,361,7.043054779925617
118,158.0,64.0,-30.0,1030.0,1099.0,10,600,0,-1
119,346.0,179.0,-20.0,0.0,1439.0,10,312,0,-1
120,20.0,127.0,10.0,341.0,411.0,10,0,639,248.07803596257986
121,46.0,378.0,-10.0,0.0,1351.0,10,65,0,-1
122,337.0,47.0,20.0,352.0,421.0,10,0,514,89.68789705284259
123,250.0,241.0,30.0,212.0,283.0,10,0,524,108.78762356130848
124,200.0,89.0,30.0,736.0,799.0,10,0,366,558.9304473719271
125,289.0,11.0,20.0,0.0,1378.0,10,0,17,0
126,393.0,301.0,10.0,272.0,348.0,10,0,281,30.336104411236175
127,182.0,379.0,20.0,413.0,494.0,10,0,189,73.1122964301482
128,301.0,57.0,-10.0,599.0,678.0,10,247,0,-1
129,111.0,170.0,10.0,93.0,146.0,10,0,274,23.52770808083031
130,249.0,239.0,-20.0,776.0,834.0,10,89,0,-1
131,294.0,311.0,-20.0,386.0,449.0,10,470,0,-1
132,352.0,162.0,10.0,0.0,1430.0,10,0,143,0
133,363.0,270.0,-20.0,0.0,1409.0,10,561,0,-1
134,106.0,173.0,-20.0,0.0,1489.0,10,268,0,-1
135,72.0,257.0,-20.0,1043.0,1105.0,10,180,0,-1
136,311.0,334.0,-10.0,1079.0,1141.0,10,410,0,-1
137,305.0,336.0,20.0,0.0,1415.0,10,0,677,0
138,22.0,125.0,10.0,193.0,258.0,10,0,550,12.970361704234355
139,293.0,310.0,30.0,0.0,1442.0,10,0,275,0
140,40.0,54.0,10.0,285.0,331.0,10,0,387,25.459823095514917
141,234.0,212.0,-30.0,374.0,428.0,10,25,0,-1
142,91.0,27.0,20.0,623.0,704.0,10,0,834,108.89939509666374
143,351.0,153.0,-10.0,0.0,1428.0,10,132,0,-1
144,304.0,301.0,20.0,855.0,926.0,10,0,768,303.7188447047208
145,291.0,301.0,20.0,135.0,219.0,10,0,359,21.9254721039592
146,92.0,162.0,-20.0,1110.0,1185.0,10,114,0,-1
147,135.0,167.0,-10.0,228.0,278.0,10,732,0,-1
148,300.0,132.0,-30.0,459.0,513.0,10,549,0,-1
149,93.0,23.0,-20.0,445.0,513.0,10,477,0,-1
150,236.0,210.0,-10.0,0.0,1549.0,10,618,0,-1
151,41.0,56.0,-10.0,1308.0,1359.0,10,541,0,-1
152,114.0,250.0,-10.0,1000.0,1074.0,10,655,0,-1
153,161.0,233.0,-20.0,499.0,564.0,10,400,0,-1
154,344.0,283.0,-10.0,704.0,749.0,10,785,0,-1
155,346.0,385.0,10.0,301.0,350.0,10,0,679,199.058615587522
156,129.0,278.0,20.0,1010.0,1071.0,10,0,385,851.927167289514
157,238.0,101.0,20.0,809.0,865.0,10,0,224,661.0512065168615
158,127.0,87.0,20.0,0.0,1452.0,10,0,411,0
159,185.0,299.0,10.0,171.0,210.0,10,0,212,23.182919160434853
160,37.0,56.0,-20.0,0.0,1369.0,10,710,0,-1
161,55.0,357.0,-20.0,462.0,509.0,10,468,0,-1
162,272.0,154.0,20.0,0.0,1501.0,10,0,809,0
163,158.0,283.0,10.0,238.0,311.0,10,0,521,124.96829890737334
164,298.0,137.0,-20.0,269.0,330.0,10,56,0,-1
165,266.0,116.0,-10.0,650.0,717.0,10,668,0,-1
166,306.0,329.0,-20.0,1172.0,1241.0,10,417,0,-1
167,302.0,203.0,-30.0,0.0,1484.0,10,783,0,-1
168,115.0,257.0,10.0,339.0,412.0,10,0,252,74.14054008428964
169,329.0,241.0,-20.0,300.0,363.0,10,713,0,-1
170,362.0,28.0,10.0,0.0,1350.0,10,0,830,0
171,53.0,347.0,20.0,0.0,1379.0,10,0,831,0
172,345.0,178.0,10.0,0.0,1440.0,10,0,821,0
173,244.0,106.0,-10.0,433.0,501.0,10,695,0,-1
174,149.0,234.0,10.0,61.0,107.0,10,0,278,0.45615341043474555
175,84.0,359.0,-30.0,834.0,881.0,10,184,0,-1
176,243.0,244.0,30.0,61.0,126.0,10,0,533,0.8135536591381748
177,122.0,281.0,-10.0,0.0,1474.0,10,536,0,-1
178,68.0,263.0,10.0,585.0,634.0,10,0,745,387.58234829154236
179,84.0,363.0,20.0,265.0,323.0,10,0,475,58.592013991309855
180,68.0,254.0,20.0,200.0,266.0,10,0,135,50.72141987442348
181,32.0,357.0,20.0,746.0,811.0,10,0,837,462.66064911721827
182,314.0,390.0,10.0,1122.0,1179.0,10,0,96,364.4281288862586
183,393.0,312.0,-20.0,0.0,1363.0,10,305,0,-1
184,82.0,365.0,30.0,358.0,414.0,10,0,175,196.04616046121956
185,276.0,157.0,20.0,335.0,395.0,10,0,476,262.46583996780663
186,179.0,134.0,-20.0,404.0,467.0,10,676,0,-1
187,106.0,177.0,20.0,440.0,489.0,10,0,287,183.54301012705147
188,140.0,264.0,-20.0,421.0,485.0,10,461,0,-1
189,172.0,383.0,-20.0,0.0,1401.0,10,127,0,-1
190,347.0,45.0,20.0,639.0,710.0,10,0,456,428.1422746490561
191,305.0,198.0,20.0,105.0,163.0,10,0,810,23.424389148560383
192,100.0,175.0,10.0,536.0,585.0,10,0,803,320.50200224641054
193,168.0,178.0,20.0,103.0,156.0,10,0,585,34.61210587519411
194,177.0,379.0,10.0,1082.0,1152.0,10,0,806,792.0314769215614
195,280.0,290.0,20.0,271.0,335.0,10,0,733,27.568117986563195
196,165.0,63.0,-20.0,0.0,1445.0,10,601,0,-1
197,308.0,393.0,-20.0,378.0,433.0,10,488,0,-1
198,243.0,106.0,-20.0,529.0,588.0,10,109,0,-1
