nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,200.0,200.0,40,0.0,6289.0,10,0,0,1.0
1,244.0,56.0,14.0,2648.0,2768.0,10,0,41,40.06334354030399
2,245.0,106.0,20.0,486.0,606.0,10,0,440,317.58606746147774
3,233.0,214.0,10.0,314.0,434.0,10,0,52,195.64277358407483
4,395.0,340.0,24.0,900.0,1020.0,10,0,184,761.6992517059991
5,229.0,371.0,-13.0,4051.0,4171.0,10,761,0,-1
6,384.0,248.0,-20.0,887.0,1007.0,10,796,0,-1
7,277.0,163.0,-30.0,0.0,6194.0,10,455,0,-1
8,52.0,94.0,-20.0,4567.0,4687.0,10,378,0,-1
9,89.0,152.0,20.0,564.0,684.0,10,0,576,499.1105478499765
10,218.0,284.0,-10.0,801.0,921.0,10,463,0,-1
11,340.0,276.0,-16.0,3471.0,3591.0,10,33,0,-1
12,206.0,106.0,-10.0,1152.0,1272.0,10,208,0,-1
13,375.0,247.0,10.0,706.0,826.0,10,0,101,370.2314223342912
14,113.0,179.0,10.0,784.0,904.0,10,0,211,121.22134614547053
15,348.0,280.0,10.0,868.0,988.0,10,0,499,727.7361297935026
16,223.0,372.0,30.0,0.0,6106.0,10,0,293,0
17,361.0,287.0,-30.0,1022.0,1142.0,10,428,0,-1
18,6.0,62.0,-30.0,3588.0,3708.0,10,231,0,-1
19,37.0,397.0,50.0,0.0,6024.0,10,0,625,0
20,364.0,27.0,-20.0,1220.0,1340.0,10,672,0,-1
21,14.0,201.0,-20.0,863.0,983.0,10,575,0,-1
22,325.0,294.0,-20.0,4583.0,4703.0,10,355,0,-1
23,41.0,382.0,20.0,0.0,6038.0,10,0,233,0
24,325.0,130.0,19.0,4153.0,4273.0,10,0,799,2462.1091606092145
25,384.0,47.0,-29.0,4365.0,4485.0,10,376,0,-1
26,116.0,181.0,20.0,884.0,1004.0,10,0,583,470.26415727627693
27,346.0,155.0,20.0,949.0,1069.0,10,0,644,60.18966437657821
28,359.0,30.0,-50.0,1374.0,1494.0,10,509,0,-1
29,222.0,284.0,10.0,368.0,488.0,10,0,788,109.83905930467202
30,91.0,150.0,10.0,463.0,583.0,10,0,288,5.1746931360606325
31,140.0,387.0,8.0,0.0,6083.0,10,0,562,0
32,176.0,154.0,15.0,148.0,268.0,10,0,604,30.319807020154816
33,352.0,383.0,16.0,3191.0,3311.0,10,0,11,2507.8123041821987
34,213.0,332.0,-8.0,0.0,6147.0,10,304,0,-1
35,133.0,68.0,20.0,698.0,818.0,10,0,781,447.5806195489618
36,151.0,188.0,-20.0,0.0,6229.0,10,511,0,-1
37,105.0,250.0,30.0,719.0,839.0,10,0,157,375.2898047307726
38,94.0,70.0,30.0,1121.0,1241.0,10,0,361,713.9913035943135
39,287.0,307.0,10.0,902.0,1022.0,10,0,474,97.38540081956768
40,267.0,321.0,26.0,2533.0,2653.0,10,0,91,1365.0820238491383
41,220.0,71.0,-14.0,2705.0,2825.0,10,1,0,-1
42,244.0,106.0,40.0,0.0,6176.0,10,0,272,0
43,338.0,290.0,12.0,0.0,6115.0,10,0,597,0
44,5.0,345.0,-10.0,4842.0,4962.0,10,757,0,-1
45,145.0,301.0,-30.0,0.0,6164.0,10,558,0,-1
46,393.0,301.0,-30.0,860.0,980.0,10,766,0,-1
47,359.0,23.0,-10.0,933.0,1053.0,10,647,0,-1
48,196.0,107.0,18.0,5317.0,5437.0,10,0,396,1428.411685992916
49,348.0,41.0,-10.0,0.0,6062.0,10,195,0,-1
50,59.0,51.0,-20.0,824.0,944.0,10,438,0,-1
51,126.0,91.0,-30.0,760.0,880.0,10,577,0,-1
52,234.0,214.0,-10.0,0.0,6243.0,10,3,0,-1
53,108.0,395.0,-30.0,0.0,6064.0,10,495,0,-1
54,186.0,306.0,-10.0,689.0,809.0,10,572,0,-1
55,125.0,122.0,15.0,444.0,564.0,10,0,104,40.67777596581362
56,12.0,368.0,-31.0,0.0,6027.0,10,621,0,-1
57,348.0,279.0,10.0,824.0,944.0,10,0,317,95.69485202373502
58,26.0,247.0,-10.0,0.0,6099.0,10,493,0,-1
59,393.0,306.0,20.0,960.0,1080.0,10,0,787,122.60541152576961
60,268.0,114.0,30.0,0.0,6170.0,10,0,328,0
61,2.0,17.0,-11.0,0.0,6010.0,10,155,0,-1
62,62.0,258.0,20.0,661.0,781.0,10,0,344,343.918772117763
63,186.0,145.0,-19.0,5961.0,6081.0,10,783,0,-1
64,338.0,315.0,-21.0,3809.0,3929.0,10,126,0,-1
65,66.0,118.0,-10.0,2258.0,2378.0,10,310,0,-1
