nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,200.0,200.0,40,0.0,1688.0,10,0,0,1.0
1,321.0,287.0,-20.0,591.0,621.0,10,658,0,-1
2,123.0,176.0,-18.0,1170.0,1200.0,10,78,0,-1
3,234.0,20.0,-8.0,0.0,1495.0,10,624,0,-1
4,256.0,385.0,5.0,0.0,1485.0,10,0,648,0
5,108.0,399.0,23.0,219.0,249.0,10,0,367,121.81131295944668
6,303.0,258.0,-19.0,0.0,1560.0,10,312,0,-1
7,148.0,94.0,-15.0,838.0,868.0,10,692,0,-1
8,35.0,238.0,32.0,191.0,221.0,10,0,445,59.35119706200654
9,356.0,223.0,28.0,0.0,1521.0,10,0,280,0
10,349.0,324.0,33.0,538.0,568.0,10,0,454,32.600365585677736
11,29.0,9.0,-18.0,0.0,1422.0,10,616,0,-1
12,21.0,82.0,26.0,0.0,1464.0,10,0,490,0
13,146.0,320.0,22.0,0.0,1547.0,10,0,90,0
14,337.0,81.0,22.0,713.0,743.0,10,0,352,421.98366047564133
15,160.0,313.0,8.0,859.0,889.0,10,0,829,411.01853852148935
16,237.0,243.0,9.0,0.0,1622.0,10,0,682,0
17,343.0,134.0,-28.0,1009.0,1039.0,10,770,0,-1
18,13.0,59.0,-29.0,0.0,1444.0,10,779,0,-1
19,123.0,30.0,-12.0,0.0,1492.0,10,571,0,-1
20,156.0,32.0,-25.0,0.0,1505.0,10,585,0,-1
21,361.0,194.0,-1.0,0.0,1517.0,10,111,0,-1
22,330.0,310.0,-9.0,0.0,1508.0,10,368,0,-1
23,326.0,335.0,11.0,0.0,1494.0,10,0,496,0
24,209.0,283.0,24.0,617.0,647.0,10,0,737,355.53191897346966
25,267.0,221.0,-8.0,587.0,617.0,10,613,0,-1
26,57.0,124.0,-29.0,161.0,191.0,10,404,0,-1
27,280.0,5.0,9.0,0.0,1468.0,10,0,153,0
28,92.0,238.0,-16.0,1214.0,1244.0,10,435,0,-1
29,51.0,205.0,26.0,0.0,1529.0,10,0,301,0
30,369.0,6.0,-13.0,0.0,1421.0,10,407,0,-1
31,131.0,89.0,26.0,140.0,170.0,10,0,40,76.8250796504545
32,359.0,157.0,5.0,0.0,1514.0,10,0,414,0
33,195.0,148.0,-19.0,1326.0,1356.0,10,223,0,-1
34,239.0,252.0,-22.0,1332.0,1362.0,10,106,0,-1
35,328.0,8.0,36.0,0.0,1448.0,10,0,416,0
36,162.0,316.0,-3.0,0.0,1556.0,10,553,0,-1
37,184.0,233.0,-41.0,0.0,1642.0,10,519,0,-1
38,29.0,86.0,-14.0,570.0,600.0,10,163,0,-1
39,340.0,276.0,-2.0,868.0,898.0,10,105,0,-1
40,129.0,53.0,-26.0,751.0,781.0,10,31,0,-1
