nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,133.33333333333334,133.33333333333334,40,0.0,1573.0,10,0,0,1.0
1,162.66666666666666,37.333333333333336,14.0,654.0,700.0,10,0,822,424.82737463079525
2,163.33333333333334,70.66666666666667,20.0,113.0,160.0,10,0,42,24.520134543180447
3,155.33333333333334,142.66666666666666,10.0,54.0,133.0,10,0,784,0
4,263.3333333333333,226.66666666666666,24.0,240.0,298.0,10,0,731,79.57564708598187
5,152.66666666666666,247.33333333333334,-20.0,995.0,1061.0,10,473,0,-1
6,256.0,165.33333333333334,-20.0,197.0,276.0,10,760,0,-1
7,184.66666666666666,108.66666666666667,-10.0,123.0,240.0,10,354,0,-1
8,34.666666666666664,62.666666666666664,-14.0,1131.0,1182.0,10,77,0,-1
9,59.333333333333336,101.33333333333333,-20.0,120.0,198.0,10,332,0,-1
10,145.33333333333334,189.33333333333334,-10.0,181.0,249.0,10,553,0,-1
11,226.66666666666666,184.0,-20.0,847.0,919.0,10,466,0,-1
12,137.33333333333334,70.66666666666667,33.0,283.0,324.0,10,0,221,211.98194011128825
13,250.0,164.66666666666666,10.0,181.0,264.0,10,0,453,59.73496944356685
14,75.33333333333333,119.33333333333333,10.0,159.0,263.0,10,0,367,5.755484112472488
15,232.0,186.66666666666666,10.0,168.0,325.0,10,0,43,3.7058535743170555
16,148.66666666666666,248.0,-10.0,246.0,257.0,10,572,0,-1
17,240.66666666666666,191.33333333333334,-20.0,245.0,296.0,10,505,0,-1
18,4.0,41.333333333333336,-10.0,891.0,932.0,10,308,0,-1
19,24.666666666666668,264.6666666666667,-20.0,796.0,885.0,10,520,0,-1
20,242.66666666666666,18.0,-10.0,293.0,348.0,10,587,0,-1
21,9.333333333333334,134.0,-20.0,206.0,256.0,10,576,0,-1
22,216.66666666666666,196.0,22.0,1104.0,1217.0,10,0,276,442.99020648215
23,27.333333333333332,254.66666666666666,20.0,241.0,285.0,10,0,617,13.723124725026938
24,216.66666666666666,86.66666666666667,-20.0,1009.0,1098.0,10,214,0,-1
25,256.0,31.333333333333332,-19.0,1087.0,1126.0,10,799,0,-1
26,77.33333333333333,120.66666666666667,-10.0,203.0,270.0,10,746,0,-1
27,230.66666666666666,103.33333333333333,-10.0,229.0,275.0,10,708,0,-1
28,239.33333333333334,20.0,-20.0,342.0,376.0,10,174,0,-1
29,148.0,189.33333333333334,10.0,86.0,143.0,10,0,503,22.924657920116292
30,60.666666666666664,100.0,10.0,119.0,156.0,10,0,310,55.3383015343847
31,93.33333333333333,258.0,8.0,196.0,231.0,10,0,788,16.97099128444399
32,117.33333333333333,102.66666666666667,15.0,51.0,56.0,10,0,35,0
33,234.66666666666666,255.33333333333334,16.0,787.0,838.0,10,0,741,244.02320624670145
34,142.0,221.33333333333334,-21.0,688.0,777.0,10,297,0,-1
35,88.66666666666667,45.333333333333336,-15.0,174.0,206.0,10,32,0,-1
36,100.66666666666667,125.33333333333333,18.0,50.0,93.0,10,0,286,0
37,70.0,166.66666666666666,-20.0,167.0,222.0,10,446,0,-1
38,62.666666666666664,46.666666666666664,30.0,274.0,316.0,10,0,452,8.408602362598419
39,191.33333333333334,204.66666666666666,-19.0,211.0,270.0,10,385,0,-1
40,178.0,214.0,-30.0,626.0,671.0,10,497,0,-1
41,146.66666666666666,47.333333333333336,22.0,649.0,733.0,10,0,773,568.5613869863763
42,162.66666666666666,70.66666666666667,-20.0,103.0,215.0,10,2,0,-1
43,225.33333333333334,193.33333333333334,-10.0,645.0,685.0,10,15,0,-1
44,3.3333333333333335,230.0,-7.0,1195.0,1256.0,10,461,0,-1
45,96.66666666666667,200.66666666666666,8.0,115.0,156.0,10,0,371,47.20510946446945
46,262.0,200.66666666666666,10.0,217.0,250.0,10,0,695,13.828619128643426
47,239.33333333333334,15.333333333333334,30.0,237.0,296.0,10,0,307,150.78180736603088
48,130.66666666666666,71.33333333333333,-15.0,1322.0,1366.0,10,181,0,-1
49,232.0,27.333333333333332,-20.0,643.0,702.0,10,294,0,-1
50,39.333333333333336,34.0,14.0,207.0,235.0,10,0,137,101.00039291551019
51,84.0,60.666666666666664,30.0,131.0,278.0,10,0,388,17.848680919829405
52,156.0,142.66666666666666,10.0,90.0,159.0,10,0,507,17.865823055122444
53,72.0,263.3333333333333,-26.0,558.0,617.0,10,233,0,-1
54,124.0,204.0,10.0,153.0,222.0,10,0,304,21.97257394971031
55,83.33333333333333,81.33333333333333,15.0,108.0,187.0,10,0,176,11.501982168774122
56,8.0,245.33333333333334,-20.0,771.0,801.0,10,545,0,-1
57,232.0,186.0,10.0,175.0,266.0,10,0,457,83.09192579174665
58,17.333333333333332,164.66666666666666,-20.0,180.0,282.0,10,540,0,-1
59,262.0,204.0,20.0,220.0,292.0,10,0,101,36.70374659706758
60,178.66666666666666,76.0,-10.0,182.0,199.0,10,337,0,-1
61,1.3333333333333333,11.333333333333334,11.0,269.0,331.0,10,0,217,88.38480086704568
62,41.333333333333336,172.0,20.0,164.0,197.0,10,0,192,103.55527113555407
63,124.0,96.66666666666667,-17.0,1421.0,1507.0,10,459,0,-1
64,225.33333333333334,210.0,-9.0,926.0,1009.0,10,737,0,-1
65,44.0,78.66666666666667,27.0,538.0,621.0,10,0,564,465.5664009325898
66,45.333333333333336,252.0,10.0,672.0,722.0,10,0,698,404.26309709797243
67,196.0,90.66666666666667,10.0,113.0,176.0,10,0,222,33.73075810029364
68,48.666666666666664,84.0,-20.0,381.0,488.0,10,220,0,-1
69,45.333333333333336,175.33333333333334,-20.0,191.0,228.0,10,793,0,-1
70,201.33333333333334,90.66666666666667,20.0,139.0,221.0,10,0,656,17.434164384398688
71,156.0,135.33333333333334,10.0,127.0,236.0,10,0,679,8.878780966022664
72,84.66666666666667,62.666666666666664,-10.0,228.0,235.0,10,685,0,-1
73,155.33333333333334,138.66666666666666,30.0,33.0,85.0,10,0,472,0
74,140.0,0.6666666666666666,-20.0,972.0,1057.0,10,240,0,-1
75,68.0,168.0,10.0,169.0,194.0,10,0,212,35.63643365371226
76,101.33333333333333,158.0,-10.0,60.0,172.0,10,356,0,-1
77,1.3333333333333333,2.0,14.0,794.0,824.0,10,0,8,250.32465005012162
78,61.333333333333336,108.0,-10.0,246.0,289.0,10,211,0,-1
79,118.0,36.666666666666664,-20.0,746.0,795.0,10,279,0,-1
80,128.66666666666666,19.333333333333332,-10.0,738.0,806.0,10,370,0,-1
81,70.0,240.0,-13.0,767.0,834.0,10,626,0,-1
82,128.66666666666666,144.0,-22.0,1213.0,1279.0,10,653,0,-1
83,225.33333333333334,100.0,-13.0,758.0,808.0,10,484,0,-1
84,45.333333333333336,95.33333333333333,-25.0,1265.0,1275.0,10,108,0,-1
85,120.0,10.0,-20.0,849.0,931.0,10,478,0,-1
86,121.33333333333333,252.0,-25.0,178.0,301.0,10,177,0,-1
87,26.0,256.0,-10.0,244.0,311.0,10,88,0,-1
88,28.666666666666668,257.3333333333333,10.0,283.0,337.0,10,0,87,110.02853703260088
89,194.0,200.66666666666666,20.0,135.0,211.0,10,0,682,21.034796379914063
90,21.333333333333332,167.33333333333334,20.0,225.0,316.0,10,0,602,87.71310744657652
91,164.0,198.66666666666666,19.0,927.0,1015.0,10,0,210,207.75458521609016
92,21.333333333333332,152.66666666666666,-15.0,1008.0,1130.0,10,186,0,-1
93,77.33333333333333,168.0,20.0,98.0,166.0,10,0,826,6.706829867528391
94,132.0,196.66666666666666,20.0,136.0,184.0,10,0,657,30.261852333773216
95,42.0,174.66666666666666,-10.0,178.0,210.0,10,394,0,-1
96,79.33333333333333,119.33333333333333,10.0,220.0,279.0,10,0,568,153.9864982285786
97,116.0,250.0,-20.0,306.0,358.0,10,538,0,-1
98,132.66666666666666,30.0,-16.0,760.0,849.0,10,498,0,-1
99,100.0,157.33333333333334,20.0,61.0,106.0,10,0,790,0.22888971071771325
100,242.0,16.0,-40.0,239.0,358.0,10,749,0,-1
101,262.0,204.66666666666666,-20.0,249.0,305.0,10,59,0,-1
102,220.66666666666666,167.33333333333334,20.0,140.0,205.0,10,0,798,69.23391768294996
103,195.33333333333334,204.0,20.0,141.0,167.0,10,0,675,38.39188779742819
104,12.0,68.0,-30.0,224.0,270.0,10,258,0,-1
105,130.66666666666666,195.33333333333334,-30.0,100.0,149.0,10,142,0,-1
106,199.33333333333334,94.0,10.0,227.0,261.0,10,0,430,145.52829787564812
107,242.66666666666666,16.666666666666668,40.0,252.0,364.0,10,0,658,142.317703797048
108,27.333333333333332,122.0,25.0,1170.0,1215.0,10,0,84,53.21457010726855
109,228.0,256.6666666666667,-20.0,355.0,388.0,10,707,0,-1
110,201.33333333333334,135.33333333333334,-20.0,196.0,231.0,10,584,0,-1
111,141.33333333333334,131.33333333333334,-10.0,848.0,890.0,10,268,0,-1
112,256.0,196.0,20.0,549.0,596.0,10,0,630,475.23819617631545
113,254.0,193.33333333333334,-20.0,467.0,502.0,10,499,0,-1
114,73.33333333333333,169.33333333333334,20.0,104.0,228.0,10,0,477,2.424989578955959
115,130.66666666666666,34.0,19.0,507.0,582.0,10,0,396,323.5120871299988
116,176.0,227.33333333333334,-11.0,1015.0,1096.0,10,333,0,-1
117,15.333333333333334,65.33333333333333,-30.0,321.0,373.0,10,231,0,-1
118,185.33333333333334,176.66666666666666,23.0,641.0,686.0,10,0,392,477.00022126084815
119,15.333333333333334,64.66666666666667,20.0,322.0,350.0,10,0,285,69.89072550586236
120,187.33333333333334,103.33333333333333,-20.0,123.0,181.0,10,710,0,-1
121,234.66666666666666,108.0,10.0,156.0,195.0,10,0,266,16.265400061803835
122,139.33333333333334,56.666666666666664,10.0,115.0,185.0,10,0,444,34.76954666244341
123,10.0,2.6666666666666665,-14.0,670.0,758.0,10,399,0,-1
124,118.0,252.66666666666666,-10.0,261.0,374.0,10,400,0,-1
125,12.0,138.66666666666666,20.0,267.0,282.0,10,0,155,200.98521085322216
126,228.66666666666666,214.66666666666666,21.0,779.0,874.0,10,0,814,609.3394369177445
127,246.0,71.33333333333333,-20.0,281.0,307.0,10,238,0,-1
128,20.666666666666668,240.0,23.0,232.0,362.0,10,0,596,11.091419771125008
129,175.33333333333334,73.33333333333333,10.0,131.0,176.0,10,0,522,61.697727066606575
130,160.0,164.0,-30.0,60.0,159.0,10,229,0,-1
131,253.33333333333334,226.0,10.0,751.0,762.0,10,0,321,238.2961482170141
132,74.0,190.66666666666666,21.0,125.0,172.0,10,0,506,53.77089483658134
133,142.0,180.66666666666666,10.0,85.0,159.0,10,0,563,0.4360665028594557
134,167.33333333333334,254.0,17.0,251.0,315.0,10,0,831,114.67267516113543
