nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,82.0,56.0,67.33333333333333,0.0,1652.0,1800.0,1973.0,2130.0,13.0,10,0
2,36.666666666666664,68.0,17.333333333333332,33.333333333333336,0.0,2490.0,1552.0,1667.0,4.0,10,0
3,20.0,38.0,40.666666666666664,22.666666666666668,0.0,2483.0,1910.0,1991.0,20.0,10,0
4,19.333333333333332,40.0,6.0,12.666666666666666,0.0,2483.0,1472.0,1631.0,14.0,10,0
5,46.0,77.33333333333333,46.666666666666664,55.333333333333336,0.0,2479.0,0.0,2512.0,26.0,10,0
6,91.33333333333333,91.33333333333333,88.0,88.66666666666667,378.0,539.0,0.0,2437.0,27.0,10,0
7,68.66666666666667,79.33333333333333,65.33333333333333,2.6666666666666665,1329.0,1463.0,0.0,2454.0,18.0,10,0
8,52.0,74.0,72.66666666666667,92.66666666666667,112.0,222.0,469.0,555.0,22.0,10,0
9,80.0,9.333333333333334,71.33333333333333,16.666666666666668,1030.0,1159.0,1133.0,1176.0,20.0,10,0
10,8.666666666666666,86.0,11.333333333333334,92.0,1414.0,1517.0,1719.0,1861.0,25.0,10,0
11,32.666666666666664,93.33333333333333,24.666666666666668,92.0,944.0,1048.0,0.0,2450.0,3.0,10,0
12,92.0,70.0,13.333333333333334,46.0,0.0,2449.0,0.0,2475.0,24.0,10,0
13,80.66666666666667,82.0,10.666666666666666,61.333333333333336,0.0,2452.0,0.0,2467.0,9.0,10,0
14,61.333333333333336,92.0,14.666666666666666,69.33333333333333,0.0,2454.0,0.0,2467.0,12.0,10,0
15,69.33333333333333,48.666666666666664,91.33333333333333,4.666666666666667,0.0,2491.0,0.0,2434.0,17.0,10,0
16,8.0,56.0,33.333333333333336,70.66666666666667,777.0,933.0,1254.0,1429.0,16.0,10,0
17,38.666666666666664,7.333333333333333,30.666666666666668,74.66666666666667,533.0,604.0,1133.0,1274.0,9.0,10,0
18,52.666666666666664,48.0,42.666666666666664,76.66666666666667,0.0,2516.0,514.0,687.0,22.0,10,0
19,60.0,29.333333333333332,69.33333333333333,21.333333333333332,240.0,298.0,0.0,2475.0,6.0,10,0
20,10.666666666666666,41.333333333333336,5.333333333333333,58.0,1589.0,1700.0,1615.0,1714.0,15.0,10,0
21,80.0,14.666666666666666,53.333333333333336,68.66666666666667,440.0,591.0,1484.0,1613.0,39.0,10,0
22,52.0,42.0,59.333333333333336,26.0,0.0,2515.0,101.0,190.0,19.0,10,0
23,63.333333333333336,90.0,60.0,9.333333333333334,1622.0,1703.0,0.0,2466.0,27.0,10,0
24,33.333333333333336,74.66666666666667,24.666666666666668,52.666666666666664,929.0,1045.0,0.0,2491.0,18.0,10,0
25,42.666666666666664,88.0,12.666666666666666,80.0,168.0,411.0,0.0,2454.0,8.0,10,0
26,22.0,78.0,88.66666666666667,86.66666666666667,365.0,507.0,0.0,2438.0,20.0,10,0
27,36.666666666666664,84.66666666666667,26.0,8.666666666666666,0.0,2467.0,1490.0,1637.0,17.0,10,0
28,6.666666666666667,57.333333333333336,10.0,6.0,0.0,2463.0,1663.0,1738.0,14.0,10,0
29,93.33333333333333,28.0,78.0,2.6666666666666665,0.0,2450.0,0.0,2444.0,13.0,10,0
30,80.66666666666667,82.66666666666667,5.333333333333333,92.0,575.0,744.0,1138.0,1312.0,21.0,10,0
31,28.0,19.333333333333332,22.0,0.0,0.0,2476.0,1920.0,2060.0,12.0,10,0
32,29.333333333333332,38.666666666666664,18.666666666666668,41.333333333333336,47.0,182.0,0.0,2483.0,30.0,10,0
33,40.0,36.0,21.333333333333332,4.0,0.0,2507.0,401.0,479.0,3.0,10,0
34,27.333333333333332,24.0,29.333333333333332,24.0,203.0,328.0,211.0,290.0,13.0,10,0
35,70.66666666666667,6.666666666666667,40.0,56.0,1229.0,1282.0,1914.0,2059.0,13.0,10,0
36,91.33333333333333,64.0,71.33333333333333,68.0,0.0,2454.0,0.0,2477.0,9.0,10,0
37,8.666666666666666,32.0,55.333333333333336,25.333333333333332,1691.0,1793.0,1885.0,2046.0,15.0,10,0
38,54.0,38.0,44.666666666666664,80.0,33.0,104.0,1416.0,1574.0,8.0,10,0
39,80.0,34.666666666666664,80.0,68.0,0.0,2472.0,407.0,486.0,20.0,10,0
40,75.33333333333333,21.333333333333332,61.333333333333336,14.666666666666666,0.0,2468.0,0.0,2473.0,36.0,10,0
41,44.0,54.666666666666664,91.33333333333333,67.33333333333333,0.0,2513.0,720.0,755.0,27.0,10,0
42,54.666666666666664,68.66666666666667,68.66666666666667,54.666666666666664,0.0,2490.0,0.0,2490.0,15.0,10,0
43,6.666666666666667,74.0,19.333333333333332,62.666666666666664,1975.0,2088.0,0.0,2478.0,21.0,10,0
44,86.0,16.0,92.66666666666667,48.666666666666664,1341.0,1458.0,0.0,2456.0,18.0,10,0
45,59.333333333333336,16.0,57.333333333333336,26.666666666666668,0.0,2476.0,0.0,2491.0,15.0,10,0
46,46.666666666666664,62.666666666666664,42.666666666666664,92.0,0.0,2501.0,0.0,2457.0,32.0,10,0
47,56.0,58.666666666666664,38.666666666666664,53.333333333333336,1428.0,1541.0,1820.0,1976.0,16.0,10,0
48,46.0,76.66666666666667,26.666666666666668,75.33333333333333,0.0,2480.0,0.0,2473.0,20.0,10,0
49,39.333333333333336,76.66666666666667,24.0,36.0,1239.0,1392.0,1482.0,1614.0,26.0,10,0
50,70.0,1.3333333333333333,58.666666666666664,19.333333333333332,0.0,2449.0,0.0,2481.0,1.0,10,0
51,68.66666666666667,29.333333333333332,71.33333333333333,51.333333333333336,0.0,2483.0,0.0,2488.0,12.0,10,0
52,69.33333333333333,36.0,66.66666666666667,66.0,208.0,333.0,1216.0,1295.0,13.0,10,0
53,36.0,22.0,10.0,12.0,118.0,204.0,1581.0,1739.0,20.0,10,0
54,21.333333333333332,34.666666666666664,46.0,4.0,0.0,2483.0,328.0,456.0,32.0,10,0
55,2.6666666666666665,47.333333333333336,24.666666666666668,83.33333333333333,640.0,763.0,0.0,2461.0,19.0,10,0
56,66.0,22.666666666666668,66.0,22.666666666666668,295.0,432.0,295.0,432.0,9.0,10,0
57,22.666666666666668,13.333333333333334,25.333333333333332,81.33333333333333,0.0,2464.0,941.0,1052.0,15.0,10,0
58,80.0,31.333333333333332,56.666666666666664,50.0,129.0,312.0,0.0,2510.0,18.0,10,0
59,64.66666666666667,76.66666666666667,72.66666666666667,87.33333333333333,1478.0,1589.0,0.0,2453.0,25.0,10,0
