nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,67.33333333333333,0.0,55.333333333333336,25.333333333333332,1932.0,2172.0,1846.0,2086.0,9.0,10,0
2,17.333333333333332,33.333333333333336,20.0,14.0,1490.0,1730.0,0.0,2462.0,7.0,10,0
3,20.0,38.0,24.666666666666668,48.666666666666664,0.0,2483.0,0.0,2492.0,20.0,10,0
4,24.666666666666668,83.33333333333333,19.333333333333332,40.0,0.0,2461.0,0.0,2483.0,10.0,10,0
5,52.666666666666664,53.333333333333336,46.0,77.33333333333333,0.0,2512.0,0.0,2479.0,4.0,10,0
6,83.33333333333333,45.333333333333336,91.33333333333333,91.33333333333333,0.0,2470.0,0.0,2431.0,20.0,10,0
7,71.33333333333333,68.0,68.66666666666667,79.33333333333333,0.0,2477.0,1276.0,1516.0,12.0,10,0
8,52.0,74.0,63.333333333333336,90.0,47.0,287.0,0.0,2456.0,22.0,10,0
9,71.33333333333333,16.666666666666668,69.33333333333333,21.333333333333332,1035.0,1275.0,0.0,2475.0,13.0,10,0
10,32.666666666666664,93.33333333333333,11.333333333333334,92.0,876.0,1116.0,0.0,2439.0,3.0,10,0
11,24.666666666666668,92.0,8.0,92.0,0.0,2450.0,1038.0,1278.0,5.0,10,0
12,12.0,69.33333333333333,13.333333333333334,46.0,1287.0,1527.0,0.0,2475.0,18.0,10,0
13,80.66666666666667,82.0,92.66666666666667,48.666666666666664,0.0,2452.0,0.0,2456.0,9.0,10,0
14,26.666666666666668,75.33333333333333,14.666666666666666,69.33333333333333,0.0,2473.0,0.0,2467.0,23.0,10,0
15,91.33333333333333,4.666666666666667,52.0,42.0,0.0,2434.0,0.0,2515.0,40.0,10,0
16,33.333333333333336,70.66666666666667,10.666666666666666,61.333333333333336,1221.0,1461.0,0.0,2467.0,25.0,10,0
17,42.0,86.0,30.666666666666668,74.66666666666667,0.0,2466.0,1084.0,1324.0,7.0,10,0
18,52.666666666666664,48.0,68.66666666666667,57.333333333333336,0.0,2516.0,0.0,2489.0,22.0,10,0
19,26.0,66.66666666666667,5.333333333333333,58.0,0.0,2482.0,1545.0,1785.0,31.0,10,0
20,75.33333333333333,23.333333333333332,72.66666666666667,92.66666666666667,142.0,382.0,392.0,632.0,9.0,10,0
21,53.333333333333336,68.66666666666667,48.666666666666664,64.0,1428.0,1668.0,0.0,2499.0,15.0,10,0
22,22.666666666666668,48.0,24.666666666666668,52.666666666666664,0.0,2489.0,0.0,2491.0,21.0,10,0
23,39.333333333333336,76.66666666666667,42.666666666666664,88.0,0.0,2479.0,0.0,2463.0,26.0,10,0
24,88.66666666666667,86.66666666666667,86.0,16.0,0.0,2438.0,1280.0,1520.0,13.0,10,0
25,26.0,8.666666666666666,6.0,12.666666666666666,0.0,2461.0,1431.0,1671.0,20.0,10,0
26,74.66666666666667,8.666666666666666,80.0,9.333333333333334,0.0,2455.0,0.0,2450.0,27.0,10,0
27,38.666666666666664,63.333333333333336,6.666666666666667,57.333333333333336,0.0,2498.0,0.0,2463.0,35.0,10,0
28,92.0,70.0,93.33333333333333,28.0,0.0,2449.0,0.0,2450.0,24.0,10,0
29,80.0,31.333333333333332,80.66666666666667,82.66666666666667,0.0,2470.0,0.0,2451.0,18.0,10,0
30,60.0,9.333333333333334,28.0,19.333333333333332,0.0,2466.0,0.0,2476.0,31.0,10,0
31,24.0,25.333333333333332,29.333333333333332,38.666666666666664,0.0,2479.0,0.0,2497.0,5.0,10,0
