nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,6.666666666666667,78.66666666666667,25.333333333333332,70.0,1436.0,1756.0,2728.0,3048.0,20.0,10,0
2,66.66666666666667,3.3333333333333335,67.33333333333333,2.6666666666666665,588.0,908.0,783.0,1103.0,20.0,10,0
3,74.0,52.0,68.66666666666667,22.0,941.0,1261.0,1938.0,2258.0,10.0,10,0
4,70.66666666666667,54.0,64.0,41.333333333333336,452.0,772.0,2737.0,3057.0,20.0,10,0
5,74.66666666666667,2.0,81.33333333333333,7.333333333333333,1265.0,1585.0,1842.0,2162.0,10.0,10,0
6,62.666666666666664,12.0,87.33333333333333,2.6666666666666665,193.0,513.0,1557.0,1877.0,30.0,10,0
7,16.666666666666668,44.0,40.0,59.333333333333336,837.0,1157.0,2517.0,2837.0,10.0,10,0
8,40.666666666666664,71.33333333333333,44.666666666666664,82.0,252.0,572.0,826.0,1146.0,10.0,10,0
9,66.0,35.333333333333336,74.0,46.666666666666664,1737.0,2057.0,2630.0,2950.0,20.0,10,0
10,17.333333333333332,16.0,11.333333333333334,12.0,93.0,413.0,2111.0,2431.0,20.0,10,0
11,62.666666666666664,37.333333333333336,62.0,40.666666666666664,1641.0,1961.0,2830.0,3150.0,30.0,10,0
12,18.0,21.333333333333332,27.333333333333332,8.0,1129.0,1449.0,1631.0,1951.0,20.0,10,0
13,16.666666666666668,20.666666666666668,19.333333333333332,24.0,1037.0,1357.0,1424.0,1744.0,20.0,10,0
14,80.0,13.333333333333334,65.33333333333333,24.0,2224.0,2544.0,3002.0,3322.0,20.0,10,0
15,67.33333333333333,45.333333333333336,64.0,36.666666666666664,837.0,1157.0,1549.0,1869.0,10.0,10,0
16,29.333333333333332,41.333333333333336,32.666666666666664,32.0,1037.0,1357.0,1323.0,1643.0,30.0,10,0
17,38.0,46.666666666666664,37.333333333333336,63.333333333333336,1943.0,2263.0,2420.0,2740.0,10.0,10,0
18,12.666666666666666,64.0,9.333333333333334,71.33333333333333,374.0,694.0,755.0,1075.0,10.0,10,0
19,56.666666666666664,56.666666666666664,65.33333333333333,30.666666666666668,245.0,565.0,1834.0,2154.0,20.0,10,0
20,55.333333333333336,70.0,62.666666666666664,59.333333333333336,2218.0,2538.0,2715.0,3035.0,30.0,10,0
21,46.666666666666664,75.33333333333333,48.666666666666664,79.33333333333333,1221.0,1541.0,1407.0,1727.0,30.0,10,0
22,68.66666666666667,36.666666666666664,62.666666666666664,39.333333333333336,1358.0,1678.0,2922.0,3242.0,20.0,10,0
23,42.666666666666664,39.333333333333336,42.666666666666664,58.666666666666664,1840.0,2160.0,2702.0,3022.0,10.0,10,0
24,13.333333333333334,72.0,13.333333333333334,72.66666666666667,659.0,979.0,568.0,888.0,10.0,10,0
25,50.666666666666664,43.333333333333336,40.0,44.0,7.0,327.0,143.0,463.0,40.0,10,0
26,65.33333333333333,18.666666666666668,68.66666666666667,8.0,293.0,613.0,491.0,811.0,10.0,10,0
27,64.0,92.0,65.33333333333333,77.33333333333333,1908.0,2228.0,2416.0,2736.0,10.0,10,0
28,18.0,29.333333333333332,20.0,38.666666666666664,1326.0,1646.0,3016.0,3336.0,20.0,10,0
29,33.333333333333336,19.333333333333332,14.0,18.666666666666668,45.0,365.0,942.0,1262.0,10.0,10,0
30,17.333333333333332,68.0,17.333333333333332,60.666666666666664,2830.0,3150.0,3021.0,3341.0,40.0,10,0
31,65.33333333333333,50.0,78.0,36.666666666666664,643.0,963.0,1254.0,1574.0,10.0,10,0
32,77.33333333333333,15.333333333333334,46.0,32.0,2409.0,2729.0,3040.0,3360.0,20.0,10,0
33,8.666666666666666,53.333333333333336,12.666666666666666,77.33333333333333,57.0,377.0,1936.0,2256.0,30.0,10,0
34,40.0,74.0,40.0,76.66666666666667,346.0,666.0,440.0,760.0,10.0,10,0
35,36.0,68.0,63.333333333333336,80.66666666666667,153.0,473.0,2108.0,2428.0,20.0,10,0
36,43.333333333333336,53.333333333333336,42.0,68.66666666666667,11.0,331.0,54.0,374.0,10.0,10,0
37,60.666666666666664,60.666666666666664,69.33333333333333,54.666666666666664,344.0,664.0,544.0,864.0,10.0,10,0
38,51.333333333333336,10.0,70.66666666666667,3.3333333333333335,55.0,375.0,975.0,1295.0,10.0,10,0
39,51.333333333333336,78.0,57.333333333333336,82.66666666666667,1502.0,1822.0,1701.0,2021.0,30.0,10,0
40,77.33333333333333,6.666666666666667,76.66666666666667,27.333333333333332,1076.0,1396.0,2608.0,2928.0,20.0,10,0
41,10.0,15.333333333333334,8.0,22.0,467.0,787.0,751.0,1071.0,30.0,10,0
42,30.0,47.333333333333336,29.333333333333332,54.666666666666664,621.0,941.0,722.0,1042.0,10.0,10,0
43,49.333333333333336,37.333333333333336,38.0,51.333333333333336,1739.0,2059.0,2040.0,2360.0,10.0,10,0
44,63.333333333333336,68.66666666666667,60.0,60.666666666666664,2611.0,2931.0,2809.0,3129.0,20.0,10,0
