nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,100.0,100.0,20,0.0,765.0,10,0,0,1.0
1,134.0,6.0,-20.0,222.0,282.0,10,373,0,-1
2,63.0,58.0,20.0,55.0,115.0,10,0,314,0
3,64.0,52.0,-21.0,146.0,206.0,10,317,0,-1
4,139.0,7.0,20.0,100.0,160.0,10,0,111,8.074443306950556
5,110.0,8.0,-10.0,463.0,523.0,10,364,0,-1
6,79.0,193.0,30.0,174.0,234.0,10,0,38,37.889900588281314
7,80.0,190.0,-18.0,429.0,489.0,10,254,0,-1
8,158.0,81.0,-19.0,494.0,554.0,10,369,0,-1
9,60.0,153.0,11.0,82.0,142.0,10,0,381,1.9588268218691152
10,141.0,8.0,20.0,100.0,160.0,10,0,271,14.740397597370452
11,13.0,81.0,30.0,133.0,193.0,10,0,272,23.723042418766056
12,68.0,115.0,-16.0,550.0,610.0,10,234,0,-1
13,151.0,132.0,-10.0,150.0,210.0,10,63,0,-1
14,88.0,143.0,-30.0,506.0,566.0,10,333,0,-1
15,16.0,84.0,20.0,158.0,218.0,10,0,327,54.41912086525524
16,155.0,17.0,-24.0,99.0,159.0,10,247,0,-1
17,69.0,150.0,-28.0,549.0,609.0,10,322,0,-1
18,55.0,87.0,30.0,188.0,248.0,10,0,126,89.83382336455468
19,22.0,133.0,-20.0,157.0,217.0,10,396,0,-1
20,10.0,20.0,-14.0,574.0,634.0,10,191,0,-1
21,187.0,142.0,-30.0,101.0,161.0,10,255,0,-1
22,114.0,122.0,10.0,198.0,258.0,10,0,357,61.86344471942192
23,78.0,119.0,-20.0,57.0,117.0,10,256,0,-1
24,199.0,115.0,20.0,100.0,160.0,10,0,281,0.05276099333536344
25,185.0,124.0,10.0,92.0,152.0,10,0,326,23.614971325632162
26,46.0,22.0,10.0,389.0,449.0,10,0,180,66.291236126078
27,7.0,152.0,-20.0,157.0,217.0,10,139,0,-1
28,144.0,92.0,-6.0,496.0,556.0,10,376,0,-1
29,5.0,162.0,26.0,113.0,173.0,10,0,402,34.51315463302281
30,197.0,113.0,-10.0,113.0,173.0,10,287,0,-1
31,189.0,95.0,-10.0,119.0,179.0,10,67,0,-1
32,84.0,118.0,20.0,83.0,143.0,10,0,408,20.486880883134166
33,28.0,77.0,-20.0,205.0,265.0,10,382,0,-1
34,105.0,26.0,24.0,308.0,368.0,10,0,172,101.46119953627652
35,113.0,100.0,-20.0,215.0,275.0,10,125,0,-1
36,139.0,97.0,-25.0,610.0,670.0,10,103,0,-1
37,143.0,179.0,-22.0,256.0,316.0,10,70,0,-1
38,111.0,189.0,-30.0,488.0,548.0,10,6,0,-1
39,119.0,37.0,-20.0,153.0,213.0,10,210,0,-1
40,87.0,191.0,10.0,91.0,151.0,10,0,253,0.9567796905665136
41,80.0,167.0,10.0,207.0,267.0,10,0,84,137.04667320362944
42,23.0,137.0,20.0,143.0,203.0,10,0,146,24.288448184954866
43,181.0,70.0,-18.0,510.0,570.0,10,106,0,-1
44,178.0,123.0,-20.0,81.0,141.0,10,304,0,-1
45,45.0,142.0,-10.0,453.0,513.0,10,246,0,-1
46,151.0,66.0,-11.0,61.0,121.0,10,121,0,-1
47,68.0,50.0,10.0,121.0,181.0,10,0,242,44.440234937147885
48,159.0,196.0,6.0,223.0,283.0,10,0,66,55.81229290305351
49,87.0,30.0,10.0,173.0,233.0,10,0,370,95.10249144718568
50,187.0,92.0,20.0,94.0,154.0,10,0,149,22.170114585461775
51,10.0,153.0,20.0,106.0,166.0,10,0,292,13.478768402371683
52,54.0,30.0,-10.0,135.0,195.0,10,138,0,-1
53,54.0,37.0,-30.0,617.0,677.0,10,384,0,-1
54,180.0,147.0,-20.0,130.0,190.0,10,395,0,-1
55,154.0,59.0,17.0,67.0,127.0,10,0,235,0.9557974958645363
56,93.0,13.0,30.0,130.0,190.0,10,0,159,11.43544065240674
57,38.0,190.0,10.0,122.0,182.0,10,0,157,48.21715056253465
58,104.0,88.0,-3.0,683.0,743.0,10,400,0,-1
59,78.0,169.0,10.0,273.0,333.0,10,0,167,21.576870032734632
60,127.0,143.0,-20.0,526.0,586.0,10,212,0,-1
61,24.0,131.0,-33.0,294.0,354.0,10,312,0,-1
62,82.0,194.0,-30.0,161.0,221.0,10,275,0,-1
63,165.0,117.0,10.0,103.0,163.0,10,0,13,6.268578835064647
64,23.0,176.0,-28.0,338.0,398.0,10,299,0,-1
65,55.0,24.0,-29.0,108.0,168.0,10,118,0,-1
66,148.0,157.0,-6.0,303.0,363.0,10,48,0,-1
67,186.0,91.0,10.0,86.0,146.0,10,0,31,15.373620185302714
68,26.0,138.0,10.0,173.0,233.0,10,0,405,14.295127044062525
69,78.0,184.0,-30.0,194.0,254.0,10,78,0,-1
70,165.0,181.0,22.0,103.0,163.0,10,0,37,2.2965402622287536
71,11.0,151.0,20.0,102.0,162.0,10,0,303,8.149226172122363
72,103.0,66.0,-10.0,70.0,130.0,10,161,0,-1
73,188.0,125.0,10.0,105.0,165.0,10,0,74,13.122749957067017
74,197.0,140.0,-10.0,104.0,164.0,10,73,0,-1
75,100.0,70.0,30.0,30.0,90.0,10,0,348,0
76,83.0,118.0,-10.0,72.0,132.0,10,93,0,-1
77,66.0,58.0,20.0,184.0,244.0,10,0,277,86.11726528437408
78,83.0,188.0,30.0,89.0,149.0,10,0,69,21.982247235295745
79,12.0,154.0,10.0,118.0,178.0,10,0,321,36.37560226552852
80,158.0,20.0,-10.0,557.0,617.0,10,345,0,-1
81,161.0,158.0,-10.0,378.0,438.0,10,223,0,-1
82,41.0,186.0,27.0,120.0,180.0,10,0,305,31.24959594942571
83,162.0,162.0,20.0,328.0,388.0,10,0,102,17.29789648974699
84,89.0,176.0,-10.0,412.0,472.0,10,41,0,-1
85,86.0,69.0,-20.0,161.0,221.0,10,140,0,-1
86,20.0,72.0,-10.0,236.0,296.0,10,339,0,-1
87,41.0,182.0,30.0,101.0,161.0,10,0,152,18.677620571501215
88,178.0,147.0,10.0,142.0,202.0,10,0,378,8.707090972636117
89,140.0,11.0,10.0,97.0,157.0,10,0,114,30.771558157719788
90,60.0,51.0,20.0,68.0,128.0,10,0,284,2.3404790648481315
91,100.0,6.0,-20.0,94.0,154.0,10,330,0,-1
92,18.0,89.0,10.0,82.0,142.0,10,0,115,8.880860553560517
93,85.0,110.0,10.0,18.0,78.0,10,0,76,0
94,37.0,146.0,10.0,295.0,355.0,10,0,343,99.21014439108676
95,181.0,89.0,10.0,81.0,141.0,10,0,189,13.54221001527705
