nid,x,y,demand,ready_time,due_time,service_time,pid,did,time
0,66.66666666666667,66.66666666666667,20,0.0,765.0,10,0,0,1.0
1,89.33333333333333,4.0,20.0,177.0,327.0,10,0,206,78.43459264225915
2,42.0,38.666666666666664,20.0,55.0,205.0,10,0,90,0
3,42.666666666666664,34.666666666666664,20.0,101.0,251.0,10,0,180,26.77694218828391
4,92.66666666666667,4.666666666666667,20.0,100.0,250.0,10,0,271,5.944814119133075
5,73.33333333333333,5.333333333333333,-20.0,418.0,568.0,10,324,0,-1
6,52.666666666666664,128.66666666666666,30.0,129.0,279.0,10,0,397,38.38593736669808
7,53.333333333333336,126.66666666666667,-10.0,384.0,534.0,10,62,0,-1
8,105.33333333333333,54.0,-30.0,449.0,599.0,10,158,0,-1
9,40.0,102.0,11.0,66.0,216.0,10,0,148,0.8482832198397512
10,94.0,5.333333333333333,20.0,100.0,250.0,10,0,227,13.240857284416965
11,8.666666666666666,54.0,30.0,89.0,239.0,10,0,382,2.40623711111168
12,45.333333333333336,76.66666666666667,-20.0,505.0,655.0,10,241,0,-1
13,100.66666666666667,88.0,6.0,105.0,255.0,10,0,66,27.098797454481502
14,58.666666666666664,95.33333333333333,-26.0,461.0,611.0,10,153,0,-1
15,10.666666666666666,56.0,-10.0,113.0,263.0,10,129,0,-1
16,103.33333333333333,11.333333333333334,32.0,99.0,249.0,10,0,236,29.15272134440105
17,46.0,100.0,-30.0,504.0,654.0,10,333,0,-1
18,36.666666666666664,58.0,-20.0,143.0,293.0,10,179,0,-1
19,14.666666666666666,88.66666666666667,-20.0,112.0,262.0,10,42,0,-1
20,6.666666666666667,13.333333333333334,14.0,485.0,635.0,10,0,105,422.8088732239106
21,124.66666666666667,94.66666666666667,10.0,96.0,246.0,10,0,378,3.3952619034373726
22,76.0,81.33333333333333,-10.0,153.0,303.0,10,25,0,-1
23,52.0,79.33333333333333,30.0,29.0,179.0,10,0,262,0
24,132.66666666666666,76.66666666666667,-20.0,100.0,250.0,10,362,0,-1
25,123.33333333333333,82.66666666666667,10.0,88.0,238.0,10,0,22,16.38544736347353
26,30.666666666666668,14.666666666666666,-50.0,344.0,494.0,10,226,0,-1
27,4.666666666666667,101.33333333333333,10.0,112.0,262.0,10,0,71,2.5476364057802345
28,96.0,61.333333333333336,-10.0,451.0,601.0,10,31,0,-1
29,3.3333333333333335,108.0,-30.0,113.0,263.0,10,122,0,-1
30,131.33333333333334,75.33333333333333,20.0,97.0,247.0,10,0,199,8.403880685176956
31,126.0,63.333333333333336,10.0,89.0,239.0,10,0,28,11.382777654795037
32,56.0,78.66666666666667,-10.0,38.0,188.0,10,363,0,-1
33,18.666666666666668,51.333333333333336,12.0,160.0,310.0,10,0,137,10.742860625591877
34,70.0,17.333333333333332,-20.0,263.0,413.0,10,210,0,-1
35,75.33333333333333,66.66666666666667,-20.0,170.0,320.0,10,211,0,-1
36,92.66666666666667,64.66666666666667,-10.0,565.0,715.0,10,73,0,-1
37,95.33333333333333,119.33333333333333,-23.0,211.0,361.0,10,104,0,-1
38,74.0,126.0,3.0,443.0,593.0,10,0,399,315.1831667337059
39,79.33333333333333,24.666666666666668,-3.0,108.0,258.0,10,400,0,-1
40,58.0,127.33333333333333,10.0,91.0,241.0,10,0,253,18.776777284886382
41,53.333333333333336,111.33333333333333,10.0,162.0,312.0,10,0,130,65.45781061881736
42,15.333333333333334,91.33333333333333,20.0,98.0,248.0,10,0,19,31.818256461360725
43,120.66666666666667,46.666666666666664,25.0,465.0,615.0,10,0,120,145.48099260274068
44,118.66666666666667,82.0,30.0,81.0,231.0,10,0,255,0.06314346114060476
45,30.0,94.66666666666667,-20.0,408.0,558.0,10,64,0,-1
46,100.66666666666667,44.0,11.0,61.0,211.0,10,0,106,0.6187336670873377
47,45.333333333333336,33.333333333333336,10.0,76.0,226.0,10,0,224,14.802565607582038
48,106.0,130.66666666666666,6.0,178.0,328.0,10,0,70,91.7012773693914
49,58.0,20.0,10.0,128.0,278.0,10,0,376,41.21978054448905
50,124.66666666666667,61.333333333333336,20.0,87.0,237.0,10,0,205,7.618609316043197
51,6.666666666666667,102.0,20.0,104.0,254.0,10,0,408,12.538448460918156
52,36.0,20.0,-23.0,90.0,240.0,10,207,0,-1
53,36.0,24.666666666666668,21.0,527.0,677.0,10,0,404,356.41156805488123
54,120.0,98.0,-20.0,92.0,242.0,10,125,0,-1
55,102.66666666666667,39.333333333333336,17.0,67.0,217.0,10,0,353,4.033328776374047
56,62.0,8.666666666666666,30.0,87.0,237.0,10,0,151,2.9821605285220683
57,25.333333333333332,126.66666666666667,10.0,109.0,259.0,10,0,246,30.452614055510853
58,69.33333333333333,58.666666666666664,-10.0,593.0,743.0,10,238,0,-1
59,52.0,112.66666666666667,-20.0,228.0,378.0,10,69,0,-1
60,84.66666666666667,95.33333333333333,-17.0,481.0,631.0,10,215,0,-1
61,16.0,87.33333333333333,31.0,249.0,399.0,10,0,379,86.641644709047
62,54.666666666666664,129.33333333333334,10.0,116.0,266.0,10,0,7,43.09547582616583
63,110.0,78.0,-20.0,67.0,217.0,10,145,0,-1
64,15.333333333333334,117.33333333333333,20.0,293.0,443.0,10,0,45,72.36242518245759
65,36.666666666666664,16.0,-10.0,88.0,238.0,10,168,0,-1
66,98.66666666666667,104.66666666666667,-6.0,258.0,408.0,10,13,0,-1
67,124.0,60.666666666666664,10.0,86.0,236.0,10,0,95,13.296312523507932
68,17.333333333333332,92.0,10.0,128.0,278.0,10,0,99,63.31667111707656
69,52.0,122.66666666666667,20.0,149.0,299.0,10,0,59,51.38739151598167
70,110.0,120.66666666666667,-6.0,103.0,253.0,10,48,0,-1
71,7.333333333333333,100.66666666666667,-10.0,102.0,252.0,10,27,0,-1
72,68.66666666666667,44.0,20.0,34.0,184.0,10,0,121,0
73,125.33333333333333,83.33333333333333,10.0,91.0,241.0,10,0,36,15.968529085581466
74,131.33333333333334,93.33333333333333,-10.0,104.0,254.0,10,287,0,-1
75,66.66666666666667,46.666666666666664,30.0,30.0,180.0,10,0,169,0
76,55.333333333333336,78.66666666666667,20.0,27.0,177.0,10,0,283,0
77,44.0,38.666666666666664,-20.0,139.0,289.0,10,196,0,-1
78,55.333333333333336,125.33333333333333,30.0,89.0,239.0,10,0,358,7.927776745078912
79,8.0,102.66666666666667,-20.0,103.0,253.0,10,263,0,-1
80,105.33333333333333,13.333333333333334,-30.0,507.0,657.0,10,239,0,-1
81,107.33333333333333,105.33333333333333,24.0,333.0,483.0,10,0,201,74.87873301497501
82,27.333333333333332,124.0,27.0,104.0,254.0,10,0,402,32.92281854284437
83,108.0,108.0,-10.0,283.0,433.0,10,223,0,-1
84,59.333333333333336,117.33333333333333,-28.0,367.0,517.0,10,299,0,-1
85,57.333333333333336,46.0,14.0,116.0,266.0,10,0,184,31.62808031160489
86,13.333333333333334,48.0,21.0,191.0,341.0,10,0,268,73.39352767639828
87,27.333333333333332,121.33333333333333,-26.0,101.0,251.0,10,381,0,-1
88,118.66666666666667,98.0,10.0,97.0,247.0,10,0,403,1.9003548866953626
