nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,385.0,56.0,386.0,57.0,473.0,544.0,0.0,1352.0,10.0,10,0
2,201.0,297.0,183.0,294.0,805.0,855.0,0.0,1491.0,10.0,10,0
3,34.0,355.0,57.0,353.0,0.0,1359.0,0.0,1377.0,30.0,10,0
4,201.0,386.0,203.0,384.0,0.0,1400.0,997.0,1040.0,20.0,10,0
5,359.0,23.0,360.0,23.0,298.0,358.0,379.0,460.0,30.0,10,0
6,210.0,271.0,210.0,268.0,0.0,1515.0,0.0,1518.0,20.0,10,0
7,219.0,148.0,163.0,63.0,55.0,110.0,0.0,1445.0,10.0,10,0
8,306.0,390.0,314.0,399.0,0.0,1369.0,0.0,1357.0,20.0,10,0
9,32.0,251.0,32.0,251.0,0.0,1411.0,0.0,1411.0,20.0,10,0
10,130.0,70.0,148.0,112.0,956.0,1015.0,0.0,1484.0,30.0,10,0
11,126.0,161.0,103.0,172.0,414.0,482.0,0.0,1486.0,20.0,10,0
12,320.0,216.0,319.0,217.0,0.0,1465.0,0.0,1466.0,20.0,10,0
13,105.0,250.0,99.0,241.0,0.0,1479.0,0.0,1477.0,30.0,10,0
14,368.0,102.0,374.0,104.0,0.0,1392.0,0.0,1388.0,20.0,10,0
15,305.0,336.0,307.0,310.0,0.0,1415.0,0.0,1433.0,20.0,10,0
16,158.0,366.0,179.0,336.0,0.0,1415.0,0.0,1449.0,20.0,10,0
17,286.0,9.0,281.0,16.0,0.0,1377.0,1020.0,1058.0,20.0,10,0
18,299.0,141.0,267.0,161.0,0.0,1471.0,0.0,1509.0,10.0,10,0
19,301.0,139.0,304.0,141.0,0.0,1469.0,0.0,1467.0,30.0,10,0
20,147.0,264.0,143.0,261.0,241.0,288.0,605.0,669.0,20.0,10,0
21,198.0,295.0,183.0,303.0,598.0,681.0,0.0,1482.0,20.0,10,0
22,222.0,284.0,218.0,284.0,0.0,1500.0,0.0,1501.0,10.0,10,0
23,321.0,339.0,318.0,335.0,0.0,1402.0,0.0,1407.0,10.0,10,0
24,53.0,330.0,47.0,328.0,624.0,690.0,0.0,1387.0,30.0,10,0
25,264.0,112.0,233.0,208.0,0.0,1478.0,0.0,1553.0,20.0,10,0
26,111.0,179.0,113.0,179.0,0.0,1495.0,986.0,1037.0,10.0,10,0
