nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,234.0,37.0,244.0,56.0,1869.0,2349.0,2468.0,2948.0,12.0,10,0
2,270.0,151.0,245.0,106.0,102.0,582.0,306.0,786.0,20.0,10,0
3,229.0,209.0,233.0,214.0,30.0,510.0,134.0,614.0,20.0,10,0
4,290.0,311.0,395.0,340.0,569.0,1049.0,720.0,1200.0,30.0,10,0
5,380.0,339.0,229.0,371.0,2786.0,3266.0,3871.0,4351.0,10.0,10,0
6,384.0,248.0,384.0,248.0,707.0,1187.0,707.0,1187.0,35.0,10,0
7,277.0,163.0,268.0,160.0,484.0,964.0,646.0,1126.0,10.0,10,0
8,13.0,59.0,52.0,94.0,2057.0,2537.0,4387.0,4867.0,13.0,10,0
9,145.0,165.0,89.0,152.0,65.0,545.0,384.0,864.0,13.0,10,0
10,211.0,266.0,218.0,284.0,309.0,789.0,621.0,1101.0,10.0,10,0
11,384.0,294.0,340.0,276.0,2048.0,2528.0,3291.0,3771.0,20.0,10,0
12,206.0,106.0,201.0,6.0,972.0,1452.0,2161.0,2641.0,33.0,10,0
13,321.0,217.0,375.0,247.0,453.0,933.0,526.0,1006.0,20.0,10,0
14,113.0,179.0,246.0,244.0,604.0,1084.0,2535.0,3015.0,10.0,10,0
15,344.0,283.0,348.0,280.0,748.0,1228.0,688.0,1168.0,20.0,10,0
16,223.0,372.0,321.0,287.0,766.0,1246.0,2183.0,2663.0,30.0,10,0
17,361.0,287.0,393.0,307.0,842.0,1322.0,870.0,1350.0,13.0,10,0
18,23.0,97.0,6.0,62.0,1106.0,1586.0,3408.0,3888.0,20.0,10,0
19,37.0,397.0,12.0,368.0,3120.0,3600.0,2906.0,3386.0,50.0,10,0
20,364.0,27.0,362.0,28.0,1040.0,1520.0,1089.0,1569.0,20.0,10,0
21,14.0,201.0,102.0,149.0,683.0,1163.0,1848.0,2328.0,10.0,10,0
22,325.0,294.0,243.0,209.0,4403.0,4883.0,5336.0,5816.0,22.0,10,0
23,140.0,387.0,41.0,382.0,594.0,1074.0,813.0,1293.0,8.0,10,0
24,325.0,130.0,321.0,144.0,3973.0,4453.0,4077.0,4557.0,19.0,10,0
25,384.0,53.0,384.0,47.0,3618.0,4098.0,4185.0,4665.0,13.0,10,0
26,272.0,161.0,116.0,181.0,590.0,1070.0,704.0,1184.0,20.0,10,0
27,242.0,113.0,346.0,155.0,195.0,675.0,769.0,1249.0,10.0,10,0
28,234.0,203.0,359.0,30.0,487.0,967.0,1194.0,1674.0,10.0,10,0
29,222.0,284.0,102.0,377.0,188.0,668.0,3757.0,4237.0,10.0,10,0
30,91.0,150.0,82.0,65.0,283.0,763.0,768.0,1248.0,10.0,10,0
31,176.0,154.0,9.0,47.0,51.0,531.0,3231.0,3711.0,15.0,10,0
32,352.0,383.0,390.0,357.0,3011.0,3491.0,3985.0,4465.0,16.0,10,0
33,213.0,332.0,241.0,275.0,2691.0,3171.0,2604.0,3084.0,21.0,10,0
34,133.0,68.0,35.0,79.0,518.0,998.0,1510.0,1990.0,20.0,10,0
35,151.0,188.0,75.0,76.0,50.0,530.0,1135.0,1615.0,18.0,10,0
36,105.0,250.0,46.0,197.0,539.0,1019.0,1513.0,1993.0,30.0,10,0
37,94.0,70.0,126.0,90.0,941.0,1421.0,3282.0,3762.0,30.0,10,0
38,287.0,307.0,119.0,286.0,722.0,1202.0,3134.0,3614.0,10.0,10,0
39,182.0,379.0,267.0,321.0,613.0,1093.0,2353.0,2833.0,20.0,10,0
40,196.0,51.0,220.0,71.0,1939.0,2419.0,2525.0,3005.0,19.0,10,0
41,244.0,106.0,243.0,106.0,350.0,830.0,394.0,874.0,40.0,10,0
42,169.0,352.0,338.0,290.0,816.0,1296.0,2421.0,2901.0,7.0,10,0
43,5.0,345.0,5.0,344.0,4662.0,5142.0,4857.0,5337.0,14.0,10,0
44,162.0,251.0,145.0,301.0,63.0,543.0,220.0,700.0,21.0,10,0
45,327.0,241.0,393.0,301.0,607.0,1087.0,680.0,1160.0,20.0,10,0
46,371.0,111.0,359.0,23.0,817.0,1297.0,753.0,1233.0,3.0,10,0
47,196.0,107.0,195.0,148.0,5137.0,5617.0,5123.0,5603.0,18.0,10,0
48,353.0,164.0,348.0,41.0,476.0,956.0,2451.0,2931.0,20.0,10,0
49,134.0,62.0,59.0,51.0,414.0,894.0,644.0,1124.0,20.0,10,0
50,126.0,91.0,137.0,68.0,580.0,1060.0,395.0,875.0,30.0,10,0
51,234.0,214.0,146.0,320.0,259.0,739.0,1807.0,2287.0,10.0,10,0
52,108.0,395.0,142.0,385.0,2110.0,2590.0,1929.0,2409.0,12.0,10,0
53,201.0,255.0,186.0,306.0,55.0,535.0,509.0,989.0,16.0,10,0
54,125.0,122.0,127.0,87.0,264.0,744.0,483.0,963.0,15.0,10,0
55,328.0,239.0,348.0,279.0,558.0,1038.0,644.0,1124.0,10.0,10,0
56,66.0,254.0,26.0,247.0,419.0,899.0,563.0,1043.0,20.0,10,0
57,329.0,241.0,393.0,306.0,445.0,925.0,780.0,1260.0,20.0,10,0
58,268.0,114.0,396.0,106.0,522.0,1002.0,901.0,1381.0,30.0,10,0
59,2.0,17.0,159.0,164.0,897.0,1377.0,5165.0,5645.0,11.0,10,0
60,63.0,262.0,62.0,258.0,538.0,1018.0,481.0,961.0,20.0,10,0
61,194.0,65.0,186.0,145.0,1365.0,1845.0,5743.0,6223.0,16.0,10,0
62,331.0,251.0,338.0,315.0,322.0,802.0,3629.0,4109.0,20.0,10,0
63,130.0,70.0,66.0,118.0,822.0,1302.0,2078.0,2558.0,30.0,10,0
64,68.0,378.0,48.0,358.0,2546.0,3026.0,3322.0,3802.0,10.0,10,0
65,294.0,136.0,327.0,115.0,215.0,695.0,1034.0,1514.0,10.0,10,0
66,49.0,187.0,73.0,126.0,585.0,1065.0,1498.0,1978.0,20.0,10,0
67,68.0,263.0,17.0,209.0,598.0,1078.0,811.0,1291.0,10.0,10,0
68,209.0,167.0,302.0,136.0,34.0,514.0,481.0,961.0,17.0,10,0
69,127.0,94.0,115.0,51.0,686.0,1166.0,3212.0,3692.0,10.0,10,0
70,233.0,208.0,236.0,204.0,33.0,513.0,438.0,918.0,30.0,10,0
71,237.0,109.0,210.0,1.0,661.0,1141.0,3818.0,4298.0,10.0,10,0
72,102.0,252.0,18.0,208.0,484.0,964.0,857.0,1337.0,10.0,10,0
73,152.0,237.0,114.0,250.0,103.0,583.0,710.0,1190.0,10.0,10,0
74,2.0,3.0,82.0,78.0,2997.0,3477.0,4563.0,5043.0,14.0,10,0
75,92.0,162.0,70.0,256.0,830.0,1310.0,809.0,1289.0,20.0,10,0
76,194.0,43.0,177.0,55.0,2718.0,3198.0,2842.0,3322.0,26.0,10,0
77,193.0,29.0,159.0,11.0,2848.0,3328.0,4574.0,5054.0,16.0,10,0
78,220.0,283.0,105.0,360.0,670.0,1150.0,2962.0,3442.0,10.0,10,0
79,278.0,159.0,193.0,216.0,428.0,908.0,4744.0,5224.0,10.0,10,0
80,338.0,150.0,230.0,139.0,2892.0,3372.0,5011.0,5491.0,16.0,10,0
81,68.0,143.0,123.0,176.0,4841.0,5321.0,4499.0,4979.0,16.0,10,0
82,180.0,15.0,218.0,134.0,3319.0,3799.0,4919.0,5399.0,7.0,10,0
83,182.0,378.0,325.0,311.0,569.0,1049.0,2270.0,2750.0,10.0,10,0
84,41.0,378.0,39.0,384.0,715.0,1195.0,864.0,1344.0,20.0,10,0
85,75.0,368.0,43.0,386.0,736.0,1216.0,1001.0,1481.0,10.0,10,0
86,291.0,301.0,295.0,307.0,304.0,784.0,414.0,894.0,20.0,10,0
87,122.0,183.0,32.0,251.0,79.0,559.0,842.0,1322.0,20.0,10,0
88,291.0,398.0,246.0,298.0,1944.0,2424.0,3644.0,4124.0,16.0,10,0
89,32.0,229.0,51.0,205.0,4038.0,4518.0,4684.0,5164.0,7.0,10,0
90,150.0,236.0,116.0,252.0,61.0,541.0,155.0,635.0,20.0,10,0
91,198.0,295.0,289.0,306.0,399.0,879.0,673.0,1153.0,20.0,10,0
92,119.0,179.0,111.0,179.0,759.0,1239.0,556.0,1036.0,10.0,10,0
93,214.0,378.0,174.0,375.0,474.0,954.0,1089.0,1569.0,20.0,10,0
94,286.0,44.0,199.0,45.0,2083.0,2563.0,2979.0,3459.0,18.0,10,0
95,368.0,102.0,363.0,24.0,579.0,1059.0,850.0,1330.0,20.0,10,0
96,293.0,306.0,299.0,351.0,365.0,845.0,482.0,962.0,20.0,10,0
97,0.0,155.0,18.0,102.0,580.0,1060.0,749.0,1229.0,9.0,10,0
98,196.0,293.0,217.0,289.0,259.0,739.0,520.0,1000.0,20.0,10,0
99,299.0,141.0,319.0,113.0,734.0,1214.0,4489.0,4969.0,10.0,10,0
100,367.0,104.0,364.0,25.0,531.0,1011.0,992.0,1472.0,20.0,10,0
101,25.0,256.0,41.0,183.0,679.0,1159.0,4529.0,5009.0,20.0,10,0
102,342.0,385.0,343.0,322.0,1245.0,1725.0,3066.0,3546.0,10.0,10,0
103,237.0,243.0,302.0,203.0,56.0,536.0,612.0,1092.0,9.0,10,0
104,212.0,197.0,184.0,235.0,3235.0,3715.0,4315.0,4795.0,16.0,10,0
105,294.0,249.0,381.0,290.0,1704.0,2184.0,1697.0,2177.0,8.0,10,0
106,114.0,254.0,110.0,254.0,251.0,731.0,367.0,847.0,10.0,10,0
107,320.0,373.0,264.0,341.0,2026.0,2506.0,3983.0,4463.0,22.0,10,0
108,23.0,98.0,171.0,168.0,1150.0,1630.0,5233.0,5713.0,10.0,10,0
109,183.0,375.0,278.0,265.0,517.0,997.0,2414.0,2894.0,30.0,10,0
110,281.0,155.0,72.0,257.0,368.0,848.0,858.0,1338.0,10.0,10,0
111,352.0,162.0,358.0,23.0,427.0,907.0,709.0,1189.0,10.0,10,0
112,209.0,85.0,206.0,81.0,357.0,837.0,417.0,897.0,10.0,10,0
113,93.0,62.0,15.0,4.0,626.0,1106.0,2618.0,3098.0,20.0,10,0
114,180.0,375.0,177.0,379.0,465.0,945.0,1029.0,1509.0,10.0,10,0
115,244.0,114.0,369.0,107.0,146.0,626.0,935.0,1415.0,10.0,10,0
116,31.0,360.0,77.0,319.0,929.0,1409.0,4776.0,5256.0,23.0,10,0
117,263.0,110.0,244.0,109.0,372.0,852.0,253.0,733.0,10.0,10,0
118,240.0,246.0,307.0,196.0,60.0,540.0,231.0,711.0,20.0,10,0
119,109.0,252.0,111.0,286.0,416.0,896.0,352.0,832.0,30.0,10,0
120,213.0,271.0,280.0,224.0,248.0,728.0,727.0,1207.0,10.0,10,0
121,180.0,387.0,251.0,381.0,800.0,1280.0,891.0,1371.0,10.0,10,0
