nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,162.66666666666666,117.33333333333333,162.66666666666666,37.333333333333336,50.0,110.0,647.0,707.0,24.0,10,0
2,163.33333333333334,70.66666666666667,158.0,72.66666666666667,106.0,166.0,195.0,255.0,20.0,10,0
3,155.33333333333334,142.66666666666666,141.33333333333334,131.33333333333334,64.0,124.0,839.0,899.0,10.0,10,0
4,263.3333333333333,226.66666666666666,244.66666666666666,240.66666666666666,240.0,300.0,472.0,532.0,24.0,10,0
5,152.66666666666666,247.33333333333334,152.66666666666666,247.33333333333334,998.0,1058.0,998.0,1058.0,7.0,10,0
6,216.0,144.66666666666666,256.0,165.33333333333334,130.0,190.0,207.0,267.0,30.0,10,0
7,184.66666666666666,108.66666666666667,200.0,96.0,151.0,211.0,227.0,287.0,10.0,10,0
8,34.666666666666664,62.666666666666664,34.666666666666664,62.666666666666664,1127.0,1187.0,1127.0,1187.0,14.0,10,0
9,59.333333333333336,101.33333333333333,57.333333333333336,102.66666666666667,126.0,186.0,184.0,244.0,20.0,10,0
10,142.0,180.66666666666666,145.33333333333334,189.33333333333334,92.0,152.0,185.0,245.0,10.0,10,0
11,226.66666666666666,184.0,226.66666666666666,184.0,853.0,913.0,853.0,913.0,43.0,10,0
12,137.33333333333334,70.66666666666667,190.66666666666666,29.333333333333332,273.0,333.0,551.0,611.0,33.0,10,0
13,250.0,164.66666666666666,250.66666666666666,167.33333333333334,181.0,241.0,183.0,243.0,10.0,10,0
14,79.33333333333333,119.33333333333333,75.33333333333333,119.33333333333333,220.0,280.0,181.0,241.0,10.0,10,0
15,219.33333333333334,160.66666666666666,232.0,186.66666666666666,141.0,201.0,202.0,262.0,20.0,10,0
16,148.0,255.33333333333334,148.66666666666666,248.0,184.0,244.0,221.0,281.0,30.0,10,0
17,232.0,186.0,240.66666666666666,191.33333333333334,191.0,251.0,241.0,301.0,10.0,10,0
18,4.0,41.333333333333336,17.333333333333332,46.666666666666664,882.0,942.0,906.0,966.0,23.0,10,0
19,24.666666666666668,264.6666666666667,24.666666666666668,264.6666666666667,810.0,870.0,810.0,870.0,50.0,10,0
20,242.0,20.0,242.66666666666666,18.0,315.0,375.0,290.0,350.0,10.0,10,0
21,9.333333333333334,134.0,17.333333333333332,132.66666666666666,201.0,261.0,793.0,853.0,10.0,10,0
22,234.66666666666666,202.0,216.66666666666666,196.0,1057.0,1117.0,1131.0,1191.0,8.0,10,0
23,27.333333333333332,254.66666666666666,5.333333333333333,242.0,241.0,301.0,864.0,924.0,20.0,10,0
24,216.66666666666666,86.66666666666667,216.66666666666666,86.66666666666667,1023.0,1083.0,1023.0,1083.0,19.0,10,0
25,260.0,34.666666666666664,256.0,31.333333333333332,276.0,336.0,1076.0,1136.0,10.0,10,0
26,74.0,122.66666666666667,77.33333333333333,120.66666666666667,132.0,192.0,206.0,266.0,10.0,10,0
27,187.33333333333334,103.33333333333333,230.66666666666666,103.33333333333333,122.0,182.0,222.0,282.0,10.0,10,0
28,180.0,100.66666666666667,239.33333333333334,20.0,85.0,145.0,329.0,389.0,20.0,10,0
29,148.0,189.33333333333334,178.0,196.66666666666666,86.0,146.0,716.0,776.0,10.0,10,0
30,60.666666666666664,100.0,58.666666666666664,80.66666666666667,119.0,179.0,553.0,613.0,10.0,10,0
31,93.33333333333333,258.0,114.66666666666667,255.33333333333334,196.0,256.0,261.0,321.0,8.0,10,0
32,117.33333333333333,102.66666666666667,88.66666666666667,62.666666666666664,51.0,111.0,125.0,185.0,15.0,10,0
33,160.0,164.0,234.66666666666666,255.33333333333334,60.0,120.0,783.0,843.0,20.0,10,0
