nid,px,py,dx,dy,pready,pdue,dready,ddue,demand,service_time,time
1,178.66666666666666,148.66666666666666,214.0,191.33333333333334,0.0,1607.0,591.0,621.0,20.0,10,0
2,100.66666666666667,125.33333333333333,82.0,117.33333333333333,50.0,80.0,1170.0,1200.0,18.0,10,0
3,174.66666666666666,20.0,156.0,13.333333333333334,0.0,1498.0,0.0,1495.0,8.0,10,0
4,170.66666666666666,256.6666666666667,174.66666666666666,260.0,0.0,1485.0,0.0,1479.0,5.0,10,0
5,72.0,266.0,72.0,263.3333333333333,219.0,249.0,0.0,1463.0,23.0,10,0
6,238.66666666666666,174.0,202.0,172.0,750.0,780.0,0.0,1560.0,19.0,10,0
7,106.0,52.666666666666664,98.66666666666667,62.666666666666664,792.0,822.0,838.0,868.0,15.0,10,0
8,23.333333333333332,158.66666666666666,17.333333333333332,164.66666666666666,191.0,221.0,388.0,418.0,32.0,10,0
9,237.33333333333334,148.66666666666666,264.6666666666667,174.0,0.0,1521.0,0.0,1472.0,28.0,10,0
10,232.66666666666666,216.0,237.33333333333334,199.33333333333334,538.0,568.0,1051.0,1081.0,33.0,10,0
11,10.0,2.6666666666666665,19.333333333333332,6.0,0.0,1409.0,0.0,1422.0,18.0,10,0
12,14.0,54.666666666666664,50.666666666666664,60.0,0.0,1464.0,0.0,1513.0,26.0,10,0
13,97.33333333333333,213.33333333333334,94.66666666666667,158.66666666666666,0.0,1547.0,1177.0,1207.0,22.0,10,0
14,224.66666666666666,54.0,190.0,90.66666666666667,713.0,743.0,1089.0,1119.0,22.0,10,0
15,106.66666666666667,208.66666666666666,106.66666666666667,208.66666666666666,859.0,889.0,859.0,889.0,8.0,10,0
16,158.0,162.0,199.33333333333334,205.33333333333334,0.0,1622.0,563.0,593.0,9.0,10,0
17,232.66666666666666,90.0,228.66666666666666,89.33333333333333,548.0,578.0,1009.0,1039.0,28.0,10,0
18,2.6666666666666665,40.0,8.666666666666666,39.333333333333336,240.0,270.0,0.0,1444.0,29.0,10,0
19,74.0,2.6666666666666665,82.0,20.0,0.0,1463.0,0.0,1492.0,12.0,10,0
20,104.0,2.6666666666666665,104.0,21.333333333333332,210.0,240.0,0.0,1505.0,25.0,10,0
21,222.66666666666666,124.0,240.66666666666666,129.33333333333334,0.0,1544.0,0.0,1517.0,1.0,10,0
22,225.33333333333334,210.0,220.0,206.66666666666666,952.0,982.0,0.0,1508.0,9.0,10,0
23,217.33333333333334,223.33333333333334,228.66666666666666,239.33333333333334,0.0,1494.0,456.0,486.0,11.0,10,0
24,139.33333333333334,188.66666666666666,160.0,134.0,617.0,647.0,754.0,784.0,24.0,10,0
25,196.0,166.0,178.0,147.33333333333334,471.0,501.0,587.0,617.0,8.0,10,0
26,44.0,96.0,38.0,82.66666666666667,145.0,175.0,161.0,191.0,29.0,10,0
27,186.66666666666666,3.3333333333333335,138.66666666666666,57.333333333333336,0.0,1468.0,958.0,988.0,9.0,10,0
28,17.333333333333332,183.33333333333334,61.333333333333336,158.66666666666666,1132.0,1162.0,1214.0,1244.0,16.0,10,0
29,34.0,136.66666666666666,84.0,138.66666666666666,0.0,1529.0,0.0,1604.0,26.0,10,0
30,256.0,35.333333333333336,246.0,4.0,950.0,980.0,0.0,1421.0,13.0,10,0
31,87.33333333333333,59.333333333333336,86.0,35.333333333333336,140.0,170.0,751.0,781.0,26.0,10,0
32,239.33333333333334,104.66666666666667,202.0,94.66666666666667,0.0,1514.0,1077.0,1107.0,5.0,10,0
33,148.66666666666666,27.333333333333332,130.0,98.66666666666667,551.0,581.0,1326.0,1356.0,19.0,10,0
34,182.66666666666666,164.66666666666666,159.33333333333334,168.0,944.0,974.0,1332.0,1362.0,22.0,10,0
35,218.66666666666666,5.333333333333333,225.33333333333334,9.333333333333334,0.0,1448.0,0.0,1447.0,36.0,10,0
36,115.33333333333333,256.0,108.0,210.66666666666666,0.0,1493.0,0.0,1556.0,3.0,10,0
37,94.66666666666667,174.66666666666666,122.66666666666667,155.33333333333334,512.0,542.0,0.0,1642.0,41.0,10,0
38,39.333333333333336,34.0,19.333333333333332,57.333333333333336,206.0,236.0,570.0,600.0,14.0,10,0
39,250.0,196.0,226.66666666666666,184.0,603.0,633.0,868.0,898.0,2.0,10,0
40,221.33333333333334,82.66666666666667,157.33333333333334,114.0,334.0,364.0,0.0,1632.0,22.0,10,0
41,36.666666666666664,76.66666666666667,58.0,98.0,0.0,1510.0,0.0,1554.0,8.0,10,0
42,262.0,164.0,260.6666666666667,173.33333333333334,508.0,538.0,604.0,634.0,14.0,10,0
43,232.0,212.66666666666666,238.66666666666666,206.0,0.0,1489.0,856.0,886.0,29.0,10,0
44,232.66666666666666,166.0,240.66666666666666,191.33333333333334,0.0,1522.0,256.0,286.0,5.0,10,0
45,10.666666666666666,76.0,28.666666666666668,80.66666666666667,723.0,753.0,985.0,1015.0,26.0,10,0
46,235.33333333333334,43.333333333333336,251.33333333333334,48.0,0.0,1474.0,0.0,1460.0,24.0,10,0
47,45.333333333333336,95.33333333333333,48.666666666666664,84.0,0.0,1535.0,419.0,449.0,16.0,10,0
48,76.66666666666667,34.0,60.666666666666664,40.666666666666664,848.0,878.0,1472.0,1502.0,18.0,10,0
49,78.0,98.66666666666667,26.666666666666668,102.0,97.0,127.0,0.0,1512.0,14.0,10,0
50,40.0,212.66666666666666,33.333333333333336,210.0,255.0,285.0,0.0,1489.0,29.0,10,0
51,130.66666666666666,34.0,162.66666666666666,33.333333333333336,0.0,1529.0,0.0,1522.0,19.0,10,0
52,52.666666666666664,63.333333333333336,57.333333333333336,74.66666666666667,1226.0,1256.0,0.0,1534.0,22.0,10,0
53,170.0,53.333333333333336,170.0,53.333333333333336,520.0,550.0,520.0,550.0,11.0,10,0
54,212.66666666666666,76.66666666666667,247.33333333333334,74.0,0.0,1532.0,249.0,279.0,16.0,10,0
55,23.333333333333332,106.66666666666667,42.0,110.66666666666667,1017.0,1047.0,0.0,1537.0,13.0,10,0
56,154.66666666666666,87.33333333333333,154.66666666666666,87.33333333333333,0.0,1602.0,0.0,1602.0,20.0,10,0
57,107.33333333333333,82.66666666666667,112.0,58.0,0.0,1593.0,917.0,947.0,17.0,10,0
58,56.666666666666664,85.33333333333333,58.666666666666664,80.66666666666667,0.0,1543.0,0.0,1541.0,18.0,10,0
59,139.33333333333334,111.33333333333333,140.66666666666666,102.0,34.0,64.0,56.0,86.0,17.0,10,0
60,101.33333333333333,240.66666666666666,98.0,250.66666666666666,0.0,1510.0,193.0,223.0,18.0,10,0
61,182.0,78.66666666666667,218.0,76.66666666666667,0.0,1569.0,303.0,333.0,34.0,10,0
62,100.66666666666667,154.0,34.666666666666664,200.66666666666666,79.0,109.0,0.0,1499.0,10.0,10,0
63,152.66666666666666,247.33333333333334,140.0,196.0,1013.0,1043.0,0.0,1584.0,7.0,10,0
